class	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	long_tract	soma_location	soma_division	neuropil	manc_match_id	manc_group	confidence_manc_match_1_5	subclass_MANC
DN	73467443427082437	648518346480534331	73467443427082437	R	DNp13	DNxn031	pMN1	descending neuron of the posterior brain DNp13 (female) [FBbt_00049942]	MTD-I	p	brain	xn	10962	10819	4	xn
DN	73326706139694689	648518346501160604	73467443427082437	L	DNp13	DNxn031	pMN1	descending neuron of the posterior brain DNp13 (female) [FBbt_00049942]	MTD-I	p	brain	xn	10819	10819	4	xn
DN	73608181183794037	648518346500804457	73185968651697346	R	DNp14	DNxn032			ITD	p	brain	xn	13012	12623	5	xn
DN	73185968651697346	648518346485843396	73185968651697346	L	DNp14	DNxn032			ITD	p	brain	xn	12623	12623	5	xn
DN	73608180982517232	648518346493619960	73185968584486070	R	DNp15	DNut022	DNHS1		ITD	p	brain	ut	10323	10323	5	ut
DN	73185968584486070	648518346477884653	73185968584486070	L	DNp15	DNut022	DNHS1		ITD	p	brain	ut	10829	10323	5	ut
DN	73256337261718948	648518346484449539	73256337261718948	L	DNp16	DNut024			ITD	p	brain	ut	27098	26391	5	ut
DN	73537812171308128	648518346487394730	73256337261718948	R	DNp16	DNut024			ITD	p	brain	ut	26391	26391	5	ut
DN	73537812238328330	648518346495990333	73256337261790283	R	DNp17	DNut025			ITD	p	brain	ut	27640	26587	5	ut
DN	73537812305461664	648518346491768715	73256337261790283	R	DNp17	DNut025			ITD	p	brain	ut	26587	26587	5	ut
DN	73537812238308764	648518346500992534	73256337261790283	R	DNp17	DNut025			ITD	p	brain	xn	27899	26587	5	ut
DN	73537812238268188	648518346499567941	73256337261790283	R	DNp17	DNut025			ITD	p	brain	xn	29338	26587	5	ut
DN	73537812305441358	648518346493798286	73256337261790283	R	DNp17	DNut025			ITD	p	brain	ut	34863	26587	5	ut
DN	73537812305484269	648518346480199483	73256337261790283	R	DNp17	DNut025			ITD	p	brain	ht	26587	26587	5	ut
DN	73256337261790283	648518346515587658	73256337261790283	L	DNp17	DNut025			ITD	p	brain	xn	29238	26587	5	ut
DN	73256337261707139	648518346493803918	73256337261790283	L	DNp17	DNut025			ITD	p	brain	xn	26838	26587	5	ut
DN	73256337328391101	648518346500563379	73256337261790283	L	DNp17	DNut025			ITD	p	brain	xn	28163	26587	5	ut
DN	73256337261709773	648518346489922331	73256337261790283	L	DNp17	DNut025			ITD	p	brain	ut	27448	26587	5	ut
DN	73256337328387764	648518346493688945	73256337261790283	L	DNp17	DNut025			ITD	p	brain	xn	29221	26587	5	ut
DN	73256337261885528	648518346478505076	73256337261790283	L	DNp17	DNut025			ITD	p	brain	ht	27534	26587	5	ut
DN	73256337328563709	648518346493715057	73256337261790283	L	DNp17	DNut025			ITD	p	brain	ht	27448	26587	5	ut
DN	73537812238286125	648518346493807758	73537812238286125	R	DNp18	DNxn033	AMMC-Di3		MTD-I	p	brain	xn	10012	10012	5	xn
DN	73256337261727041	648518346472175922	73537812238286125	L	DNp18	DNxn033	AMMC-Di3		MTD-I	p	brain	xn	10021	10012	5	xn
DN	73537812238512257	648518346498307860	73537812238512257	R	DNp19	DNxn034			MTD-I	p	brain	xn	11684	11684	5	xn
DN	73256337261715629	648518346501447768	73537812238512257	L	DNp19	DNxn034			MTD-I	p	brain	xn	11718	11684	5	xn
DN	73608180915067607	648518346502220199	73608180915067607	R	DNp20	DNxn035	DNOVS1		none	p	brain	nt	10023	10023	5	xn
DN	73185968517402068	648518346515571530	73608180915067607	L	DNp20	DNxn035	DNOVS1		none	p	brain	nt	10813	10023	5	xn
DN	73537812171150813	648518346484490755	73537812171150813	R	DNp22	DNut027	DNOVS2		ITD	p	brain	ut	11012	10916	5	ut
DN	73256337261627417	648518346480944128	73537812171150813	L	DNp22	DNut027	DNOVS2		ITD	p	brain	ut	10916	10916	5	ut
DN	73467443762496278	648518346499234654	73256337462766218	R	DNp23	DNxn037			DLV	p	brain	xn	27125	27125	5	xn
DN	73256337462766218	648518346486190020	73256337462766218	L	DNp23	DNxn037			DLV	p	brain	xn	27279	27125	5	xn
DN	73397074884293474	648518346464943989	73397074884293474	R	DNp24	DNxn038			MDA	p	brain	xn	19452	19414	4	xn
DN	73397074883851050	648518346515108167	73397074884293474	L	DNp24	DNxn038			MDA	p	brain	xn	19414	19414	4	xn
DN	73397074817068891	648518346498312688	73397074817068891	R	DNp25	DNxn039			MDA	p	brain	xn	28538	28538	5	xn
DN	73397074816941944	648518346491966764	73397074817068891	L	DNp25	DNxn039			MDA	p	brain	xn	53591964492	28538	5	xn
DN	73326706005863892	648518346475736802	73326706005863892	L	DNp26	DNxn040			MTD-I	p	brain	xn	10681	10681	5	xn
DN	73467443426978684	648518346511814079	73326706005863892	R	DNp26	DNxn040			MTD-I	p	brain	xn	11938	10681	5	xn
DN	73467443695441914	648518346515585610	73256337462613788	R	DNp27	DNxn041			DLV	p	brain	xn	14557	14557	4	xn
DN	73256337462613788	648518346493624568	73256337462613788	L	DNp27	DNxn041			DLV	p	brain	xn	15272	14557	4	xn
DN	73537812171161138	648518346491960364	73537812171161138	R	DNp28	DNxn042			MTD-I	p	brain	xn	12974	12974	5	xn
DN	73256337261688786	648518346499136862	73537812171161138	L	DNp28	DNxn042			MTD-I	p	brain	xn	13085	12974	5	xn
DN	73326706274239699	648518346486354834	73397074951389749	L	DNp29	DNxn043	NPFP1		VTV	p	brain	xn	18388	18388	5	xn
DN	73397074951389749	648518346479695092	73397074951389749	R	DNp29	DNxn043	NPFP1		VTV	p	brain	xn	18424	18388	5	xn
DN	73467443494183746	648518346502600615	73467443494183746	R	DNp30	DNxn044			MTD-I	p	brain	xn	17883	17211	5	xn
DN	73326706139973770	648518346472424713	73467443494183746	L	DNp30	DNxn044			MTD-I	p	brain	xn	17211	17211	5	xn
DN	73467443359761512	648518346470309374	73467443359761512	R	DNp31	DNut028			MTD-II	p	brain	ut	10428	10428	5	ut
DN	73326706005746426	648518346480133030	73467443359761512	L	DNp31	DNut028			MTD-II	p	brain	ut	10436	10428	5	ut
DN	73397075018393363	648518346500254780	73326706207217965	R	DNp32	DNxl019			VTV	p	brain	xl	11477	11477	4	xl
DN	73326706207217965	648518346479730164	73326706207217965	L	DNp32	DNxl019			VTV	p	brain	xl	11561	11477	4	xl
DN	73608181049377494	648518346514233387	73185968651494548	R	DNp33	DNut029	AMMC-D1	AMMC-D1 PN	ITD	p	brain	ut	12291	12064	5	ut
DN	73185968651494548	648518346512484766	73185968651494548	L	DNp33	DNut029	AMMC-D1	AMMC-D1 PN	ITD	p	brain	ut	12064	12064	5	ut
DN	73467443628418074	648518346499732108	73326706139932070	R	DNp34	DNxl020			MTD-I	p	brain	xl	11894	11894	5	xl
DN	73326706139932070	648518346492421049	73326706139932070	L	DNp34	DNxl020			MTD-I	p	brain	xl	11931	11894	5	xl
DN	73256337462803660	648518346483023780	73256337462803660	L	DNp35	DNxn045			DLV	p	brain	xn	15511	14948	5	xn
DN	73467443628037898	648518346500996118	73256337462803660	R	DNp35	DNxn045			MDA	p	brain	xn	14948	14948	5	xn
DN	73397074884069612	648518346485836228	73326706072869291	R	DNp36	DNxn047	pIP9		MDA	p	brain	xn	166304	12380	4	xn
DN	73326706072869291	648518346475622580	73326706072869291	L	DNp36	DNxn047	pIP9		MDA	p	brain	xn	12380	12380	4	xn
DN	73467443695395661	648518346475620480	73467443695395661	R	DNp37		vpoDN;pMN2	vpoDN (Wang 2021); adult doublesexp MN2  (female) neuron [FBbt_00048405]	DLV	p	brain	xn				
DN	73256337462868946	648518346477182224	73467443695395661	L	DNp37		vpoDN;pMN2	vpoDN (Wang 2021); adult doublesexp MN2  (female) neuron [FBbt_00048405]	DLV	p	brain	xn				
DN	73326706139852673	648518346484402947	NO MATCH	L	DNp38	DNxn074			MDA	p	brain	xn	14018	14018	5	xn
DN	73467443628281144	648518346484447235	73326706139858470	R	DNp39	DNxl050			MDA	p	brain	xl	21916	20252	5	xl
DN	73326706139858470	648518346476808720	73326706139858470	L	DNp39	DNxl050			MDA	p	brain	xl	20252	20252	5	xl
DN	73537812305331345	648518346484727709	73537812305331345	R	DNp40	DNxn036	DNp21		MTD-I	p	brain	xn	13688	13688	4	xn
DN	73256337328764202	648518346495523947	73537812305331345	L	DNp40	DNxn036	DNp21		ITD	p	brain	xn	14409	13688	4	xn
DN	73537812372387696	648518346511103029	73537812372387696	R	DNp41	DNxn075			MTD-I	p	brain	xn	17630	17630	4	xn
DN	73537812372400984	648518346501760874	73537812372387696	R	DNp41	DNxn075			MTD-I	p	brain	xn	17669	17630	4	xn
DN	73326706072934813	648518346486152096	73537812372387696	L	DNp41	DNxn075			ITD	p	brain	xn	18279	17630	4	xn
DN	73326706072997623	648518346472924260	73537812372387696	L	DNp41	DNxn075			ITD	p	brain	xn	18153	17630	4	xn
DN	73467443695500414	648518346507131167	73256337462839287	R	DNp42	DNxn076			VTV	p	brain	xn	11310	11136	5	xn
DN	73256337462839287	648518346485772414	73256337462839287	L	DNp42	DNxn076			VTV	p	brain	xn	11136	11136	5	xn
DN	73397074951363698	648518346487316883	73397074951363698	R	DNp43	DNxl051			VTV	p	brain	xl	11981	11930	5	xl
DN	73397075018357454	648518346495228086	73397074951363698	L	DNp43	DNxl051			VTV	p	brain	xl	11930	11930	5	xl
DN	73397074884303031	648518346489937947	73326706140059086	R	DNp44	DNxn077			MDA	p	brain	xn	17713	17507	5	xn
DN	73326706140059086	648518346498169682	73326706140059086	L	DNp44	DNxn077			MDA	p	brain	xn	17507	17507	5	xn
DN	73467443628281177	648518346507061832	73326706139869474	R	DNp45	DNxn078			VTV	p	brain	xn	17575	16842	5	xn
DN	73326706139869474	648518346490262620	73326706139869474	L	DNp45	DNxn078			VTV	p	brain	xn	16842	16842	5	xn
DN	73397074884062568	648518346517619816	73397074817147763	R	DNp46	DNxn079			MDA	p	brain	xn	24060	23663	5	xn
DN	73397074817147763	648518346514439367	73397074817147763	L	DNp46	DNxn079			MDA	p	brain	xn	23663	23663	5	xn
DN	73537812372766905	648518346486422733	73537812372766905	R	DNp47	DNxn080			DMT	p	brain	xn	13764	13226	5	xn
DN	73256337395799250	648518346481341285	73537812372766905	L	DNp47	DNxn080			DMT	p	brain	xn	13226	13226	5	xn
DN	73397074817089338	648518346481261967	73397074817089338	R	DNp48	DNxn081			MDA	p	brain	xn	13491	13203	5	xn
DN	73397074884038796	648518346498315569	73397074817089338	L	DNp48	DNxn081			MDA	p	brain	xn	13203	13203	5	xn
DN	73256337462903762	648518346472331529	73256337462903762	L	DNp49	DNxn082			DLV	p	brain	xn	11268	11160	4	xn
DN	73467443695343874	648518346512101311	73256337462903762	R	DNp49	DNxn082			DLV	p	brain	xn	11160	11160	4	xn
DN	73256337261582656	648518346490023963	73256337261582656	L	DNp51	DNxn083			MTD-I	p	brain	xn	17898	17862	5	xn
DN	73537812171253417	648518346493059648	73256337261582656	R	DNp51	DNxn083			MTD-I	p	brain	xn	17862	17862	3	xn
DN	73537812171237168	648518346511108405	73537812171237168	R	DNp53	DNxn084			ITD	p	brain	xn	13034	12770	5	xn
DN	73256337328604078	648518346489922587	73537812171237168	L	DNp53	DNxn084			ITD	p	brain	xn	12770	12770	5	xn
DN	73397074884120213	648518346485817796	73326706139692387	R	DNp54	DNxn085			MDA	p	brain	xn	16418	16417	5	xn
DN	73326706139692387	648518346487546836	73326706139692387	L	DNp54	DNxn085			MDA	p	brain	xn	16417	16417	5	xn
DN	73467443695469084	648518346472410377	73256337462920283	R	DNp55	DNxn086			DLV	p	brain	xn	12141	12141	5	xn
DN	73256337462920283	648518346482724838	73256337462920283	L	DNp55	DNxn086			DLV	p	brain	xn	12257	12141	5	xn
DN	73537812439584250	648518346498291761	73185968718538084	R	DNp56	DNfl011			none	p	brain	fl	22501	22394	5	fl
DN	73185968718538084	648518346494687114	73185968718538084	L	DNp56	DNfl011			none	p	brain	fl	22394	22394	5	fl
DN	73467443427057782	648518346484040743	73467443427057782	R	DNp57	DNxn087			MTD-I	p	brain	xn	14194	14194	5	xn
DN	73397074749821476	648518346498376176	73467443427057782	L	DNp57	DNxn087			MTD-I	p	brain	xn	14337	14194	5	xn
DN	73256337597035797	648518346497163416	NO MATCH	L	DNp58	DNad003			CVL	p	brain	ad	27771	14171	5	ad
DN	73467443628318183	648518346472919396	73326706139890359	R	DNp59	DNlt008			MDA	p	brain	lt	12698	12698	5	lt
DN	73326706139890359	648518346503911630	73326706139890359	L	DNp59	DNlt008			MDA	p	brain	lt	12783	12698	5	lt
DN	73467443695386067	648518346501627977	73467443695386067	R	DNp60	DNxn088			DLV	p	brain	xn	15127	14035	5	xn
DN	73256337462884801	648518346494085623	73467443695386067	L	DNp60	DNxn088			DLV	p	brain	xn	14035	14035	5	xn
DN	73467443628213424	648518346486162857	73467443628213424	R	DNp62	DNxn089			MTD-I	p	brain	xn	31141	15680	5	xn
DN	73326706139996428	648518346495657890	73467443628213424	L	DNp62	DNxn089			MTD-I	p	brain	xn	15680	15680	5	xn
DN	73397074884090434	648518346464944245	73397074884090434	R	DNp63	DNxn090			MDA	p	brain	xn	14522	14522	4	xn
DN	73397074817212522	648518346480277462	73397074884090434	L	DNp63	DNxn090			MDA	p	brain	xn	16075	14522	4	xn
DN	73326706139874797	648518346496396924	73326706139874797	L	DNp64	DNxn091			MDA	p	brain	xn	17113	17113	4	xn
DN	73397074884085631	648518346481234063	73326706139874797	R	DNp64	DNxn091			MDA	p	brain	xn	17467	17113	4	xn
DN	73397074817123704	648518346479188687	73397074817123704	R	DNp65	DNxn092			MDA	p	brain	xn	18814	18814	5	xn
DN	73397074817004815	648518346480930784	73397074817123704	L	DNp65	DNxn092			MDA	p	brain	xn	20432	18814	5	xn
DN	73467443695412435	648518346488247326	73256337462834740	R	DNp67	DNxl052			DLV	p	brain	xn	14074	14074	5	xl
DN	73256337462834740	648518346502341799	73256337462834740	L	DNp67	DNxl052			DLV	p	brain	xl	15099	14074	5	xl
DN	73397074817057209	648518346507132959	73397074817057209	R	DNp68	DNxn093			MDA	p	brain	xn	14585	14585	4	xn
DN	73397074883910025	648518346475224929	73397074817057209	L	DNp68	DNxn093			MDA	p	brain	xn	15134	14585	4	xn
DN	73397074951344295	648518346491898130	73326706207148603	R	DNp69	DNxn094			VTV	p	brain	xn	11579	11579	5	xn
DN	73326706207148603	648518346495991869	73326706207148603	L	DNp69	DNxn094			VTV	p	brain	xn	11743	11579	5	xn
DN	73467443695424748	648518346526150103	73256337462801357	R	DNp70	DNxn098			DLV	p	brain	xn	16522	16522	5	xn
DN	73256337462801357	648518346493314112	73256337462801357	L	DNp70	DNxn098			DLV	p	brain	xn	17244	16522	5	xn
DN	73467443695414910	648518346486600700	73256337462899101	R	DNp71	DNxl062			DLV	p	brain	xn	15841	15841	5	xl
DN	73256337462899101	648518346496558594	73256337462899101	L	DNp71	DNxl062			DLV	p	brain	xl	16326	15841	5	xl
DN	73608181183784052	648518346477786837	73608181183784052	R	DNp72	DNut056			ITD	p	brain	xn	25965	25965	5	ut
DN	73185968718538316	648518346491771503	73608181183784052	L	DNp72	DNut056			ITD	p	brain	ut	26251	25965	5	ut
DN	73537812305427125	648518346496360055	73537812305427125	R	DNp73	DNxn099			MTD-I	p	brain	xn	10717	10663	5	xn
DN	73256337328779074	648518346479102865	73537812305427125	L	DNp73	DNxn099			MTD-I	p	brain	xn	10663	10663	5	xn
DN	73256337328609597	648518346490242140	73256337328609597	L	DNut026	DNut026			ITD	p	brain	ut	13790	13790	5	ut
DN	73537812305439029	648518346493682289	73256337328609597	R	DNut026	DNut026			ITD	p	brain	ut	14257	13790	5	ut
DN	73326706072704886	648518346475390132	73326706072704886	L	DNut037	DNut037			MTD-I		brain	ut	13542	12683	5	ut
DN	73467443427032419	648518346509018234	73326706072704886	R	DNut037	DNut037			MTD-I		brain	ut	12683	12683	5	ut
DN	73608181049714360	648518346513738009	73185968651465951	R	DNut039	DNut039			DMT		brain	ut	30180	30180	5	ut
DN	73185968651465951	648518346503852640	73185968651465951	L	DNut039	DNut039			ITD		brain	xn	32493	30180	5	ut
DN	73537812171063996	648518346500936470	73537812171063996	R	DNut040	DNut040			MTD-II		brain	ut	10269	10269	5	ut
DN	73256337261514075	648518346497841818	73537812171063996	L	DNut040	DNut040			MTD-II		brain	ut	10284	10269	5	ut
DN	73537812305541847	648518346517773416	73537812305541847	R	DNut041	DNut041			ITD		brain	ut	27724	27724	5	ut
DN	73256337395672763	648518346489665295	73537812305541847	L	DNut041	DNut041			ITD		brain	ut	27906	27724	5	ut
DN	73256337328776575	648518346472410633	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	32916	26467	5	ut
DN	73256337328678065	648518346486941667	73256337328776575	L	DNut042	DNut042			ITD		brain	ut	39751	26467	5	ut
DN	73256337328812696	648518346491521192	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	30119	26467	5	ut
DN	73256337328678119	648518346492176511	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	36468	26467	5	ut
DN	73256337328680527	648518346518253142	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	32431	26467	5	ut
DN	73256337328683014	648518346486161321	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	38785	26467	5	ut
DN	73256337328685589	648518346478850511	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	38785	26467	5	ut
DN	73256337328690761	648518346479131344	73256337328776575	L	DNut042	DNut042			ITD		brain	xn	38785	26467	5	ut
DN	73537812305479590	648518346514078942	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	30531	26467	5	ut
DN	73537812305498360	648518346476468598	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	30531	26467	5	ut
DN	73537812305498386	648518346484041255	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	30531	26467	5	ut
DN	73537812372480371	648518346489319621	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	30531	26467	5	ut
DN	73537812305538751	648518346501223256	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	30531	26467	5	ut
DN	73537812372211282	648518346491415238	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	104296	26467	5	ut
DN	73537812372418483	648518346501885034	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	29856	26467	5	ut
DN	73537812372452750	648518346474403778	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	26467	26467	5	ut
DN	73537812372465120	648518346478552148	73256337328776575	R	DNut042	DNut042			ITD		brain	xn	29811	26467	5	ut
DN	73256337194255494	648518346496164215	73256337261284381	L	DNut043	DNut043			MTD-II		brain	ut	27174	26242	5	ut
DN	73537812171128049	648518346474401218	73256337261284381	R	DNut043	DNut043			MTD-II		brain	ut	26242	26242	5	ut
DN	73256337261757410	648518346491435582	73256337261757410	L	DNut046	DNut046			ITD		brain	ut	42930	24703	5	ut
DN	73256337261757340	648518346500249660	73256337261757410	L	DNut046	DNut046			ITD		brain	ut	41336	24703	5	ut
DN	73256337261772324	648518346500555443	73256337261757410	L	DNut046	DNut046			ITD		brain	ht	51939777929	24703	5	ut
DN	73256337261738895	648518346511121205	73256337261757410	L	DNut046	DNut046			ITD		brain	ht	43728	24703	5	ut
DN	73537812238212415	648518346515588682	73256337261757410	R	DNut046	DNut046			ITD		brain	ht	30738	24703	5	ut
DN	73537812238228351	648518346500250428	73256337261757410	R	DNut046	DNut046			ITD		brain	ut	42278	24703	5	ut
DN	73537812238234177	648518346487525611	73256337261757410	R	DNut046	DNut046			ITD		brain	ht	38997	24703	5	ut
DN	73537812238190646	648518346495990077	73256337261757410	R	DNut046	DNut046			ITD		brain	xn	30998	24703	5	ut
DN	73537812238194716	648518346491900690	73256337261757410	R	DNut046	DNut046			ITD		brain	ut	42077	24703	5	ut
DN	73256337261757366	648518346484580685	73256337261757410	L	DNut046	DNut046			ITD		brain	ut	32904	24703	5	ut
DN	73537812238336047	648518346509395075	73537812238336047	R	DNut046	DNut046			ITD		brain	ut	24703	24703	5	ut
DN	73256337261746733	648518346504699507	73537812238336047	L	DNut046	DNut046			ITD		brain	ut	31396	24703	5	ut
DN	73537812238221935	648518346491436862	73537812238336047	R	DNut046	DNut046			ITD		brain	ut	33205	24703	5	ut
DN	73256337261722560	648518346509878054	73537812238336047	L	DNut046	DNut046			ITD		brain	ut	30664	24703	5	ut
DN	73256337261447685	648518346510931586	73256337261284381	L	DNut047	DNut047			MTD-II		brain	ut	25479	24306	4	ut
DN	73537812103769622	648518346488790001	73256337261284381	R	DNut047	DNut047			MTD-II		brain	ut	24306	24306	5	ut
DN	73185968651567181	648518346490237788	73185968651567181	L	DNut048	DNut048			ITD		brain	ut	23813	23813	4	ut
DN	73537812372549291	648518346493808782	73185968651567181	R	DNut048	DNut048			ITD		brain	ut	24368	23813	4	ut
DN	73608180982335529	648518346499618771	73608180982335529	R	DNut049	DNut049			none		brain	ut	23381	22625	4	ut
DN	73185968517433251	648518346466861294	73608180982335529	L	DNut049	DNut049			none		brain	xn	22625	22625	4	ut
DN	73537812171047949	648518346503920590	73537812171047949	R	DNut051	DNut051			MTD-II		brain	xn	21358	21358	5	ut
DN	73256337261477451	648518346496825752	73537812171047949	L	DNut051	DNut051			MTD-II		brain	ut	23690	21358	5	ut
DN	73256337261590143	648518346496189047	73256337261590143	L	DNut052	DNut052			ITD		brain	ut	22758	20030	5	ut
DN	73256337261613448	648518346496237909	73256337261590143	L	DNut052	DNut052			ITD		brain	ut	20030	20030	5	ut
DN	73537812171115592	648518346499567685	73256337261590143	R	DNut052	DNut052			ITD		brain	ut	152324	20030	5	ut
DN	73537812171190690	648518346484450819	73256337261590143	R	DNut052	DNut052			ITD		brain	ut	20898	20030	5	ut
DN	73256337194304011	648518346467079918	73256337261284381	L	DNut053	DNut053			MTD-II		brain	ut	19878	19535	5	ut
DN	73467443426890609	648518346500219708	73256337261284381	R	DNut053	DNut053			MTD-II		brain	ut	19535	19535	5	ut
DN	73256337328793999	648518346488497848	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	24129	19444	5	ut
DN	73185968651625125	648518346482759845	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	19444	19444	5	ut
DN	73256337328796585	648518346474405570	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	27338	19444	5	ut
DN	73256337328771784	648518346489258073	73256337328793999	L	DNut054	DNut054			ITD		brain	ut	23615	19444	5	ut
DN	73256337395499238	648518346513833753	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	25989	19444	5	ut
DN	73185968584398611	648518346465118069	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	28518	19444	5	ut
DN	73185968651564989	648518346489851831	73256337328793999	L	DNut054	DNut054			ITD		brain	ut	28959	19444	5	ut
DN	73185968651581163	648518346514066987	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	29538	19444	5	ut
DN	73256337328812682	648518346495740747	73256337328793999	L	DNut054	DNut054			ITD		brain	xn	23615	19444	5	ut
DN	73537812372418608	648518346510979202	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	22290	19444	5	ut
DN	73537812305702406	648518346514270151	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	23855	19444	5	ut
DN	73537812372356452	648518346490867064	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	23292	19444	5	ut
DN	73608181049744871	648518346514065707	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	25645	19444	5	ut
DN	73608181116793539	648518346466654062	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	26178	19444	5	ut
DN	73608181183716009	648518346488635149	73256337328793999	R	DNut054	DNut054			ITD		brain	ut	28667	19444	5	ut
DN	73608181183723041	648518346496566530	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	29521	19444	5	ut
DN	73537812372416056	648518346495983421	73256337328793999	R	DNut054	DNut054			ITD		brain	xn	23292	19444	5	ut
DN	73256337261284381	648518346492203971	73256337261284381	L	DNut057	DNut057			MTD-II		brain	ut	18353	17329	5	ut
DN	73537812103897479	648518346484451075	73256337261284381	R	DNut057	DNut057			MTD-II		brain	ut	17329	17329	5	ut
DN	73537812103773013	648518346482762470	73537812103773013	R	DNut058	DNut058			MTD-II		brain	ut	15025	14693	5	ut
DN	73256337261536195	648518346481494943	73537812103773013	L	DNut058	DNut058			MTD-II		brain	ut	16898	14693	5	ut
DN	73608181049544407	648518346459653892	73115599840278988	R	DNut059	DNut059			none		brain	ut	14026	13496	5	ut
DN	73115599840278988	648518346483503765	73115599840278988	L	DNut059	DNut059			none		brain	ut	13496	13496	5	ut
DN	73467443426863617	648518346515100487	73467443426863617	R	DNut060	DNut060			MTD-I		brain	ut	10697	10633	5	ut
DN	73326706005611771	648518346494742005	73467443426863617	L	DNut060	DNut060			MTD-I		brain	ut	10633	10633	5	ut
DN	73608181183946126	648518346489369964	73115599974236678	R	DNut062	DNut062			DLT		brain	ut		25688	4	ut
DN	73115599974236678	648518346489919515	73115599974236678	L	DNut062	DNut062			DLT		brain	ut	25688	25688	4	ut
DN	73467443762597023	648518346491179384	73326706273910221	R	DNx01	DNxn051			DLV	x	brain	xn	11072	11072	5	xn
DN	73326706273910221	648518346497402904	73326706273910221	L	DNx01	DNxn051			DLV	x	brain	xn	11386	11072	5	xn
DN	73256337328823395	648518346503894689	73256337328823395	L	DNx02	DNut035			ITD	x	brain	ut	14979	13777	5	ut
DN	73537812372212155	648518346494747314	73256337328823395	R	DNx02	DNut035			ITD	x	brain	ut	13979	13777	5	ut
DN	73256337328783657	648518346495420578	73256337328823395	L	DNx02	DNut035			ITD	x	brain	ut	14187	13777	5	ut
DN	73537812372428658	648518346486490081	73256337328823395	R	DNx02	DNut035			ITD	x	brain	ut	13777	13777	5	ut
DN	73608181116570055	648518346484549277	73185968651678180	R	DNxl014	DNxl014			DMT		brain	xl	10562	10535	5	xl
DN	73185968651678180	648518346487485931	73185968651678180	L	DNxl014	DNxl014			DMT		brain	xl	10535	10535	5	xl
DN	73467443427137135	648518346484445699	73467443427137135	R	DNxl021	DNxl021			MTD-III		brain	xl	18568	16859	5	xl
DN	73326706072966952	648518346494929059	73467443427137135	L	DNxl021	DNxl021			MTD-III		brain	xl	16859	16859	5	xl
DN	73537812372580929	648518346499234142	73537812372580929	R	DNxl022	DNxl022			DMT		brain	xn	13466	12939	5	xl
DN	73256337328657364	648518346486159017	73537812372580929	L	DNxl022	DNxl022			DMT		brain	xl	12939	12939	5	xl
DN	73678549860925136	648518346492503167	73115599974407945	R	DNxl049	DNxl049			DLT		brain	xl	11120	10279	5	xl
DN	73115599974407945	648518346476980936	73115599974407945	L	DNxl049	DNxl049			DLT		brain	xl	10279	10279	5	xl
DN	73467443427288395	648518346490242652	73256337328846163	R	DNxl056	DNxl056			MTD-I		brain	xl	17751	16911	5	xl
DN	73256337328846163	648518346494279144	73256337328846163	L	DNxl056	DNxl056			MTD-I		brain	xl	16911	16911	5	xl
DN	73326706274318898	648518346503860832	73326706274318898	L	DNxl063	DNxl063			VTV		brain	xl	151729	33339	4	xl
DN	73397075085349371	648518346518608607	73326706274318898	R	DNxl063	DNxl063			VTV		brain	xl	33339	33339	4	xl
DN	73397075085240896	648518346489852599	73397075085240896	R	DNxl063	DNxl063		previously DNxl066	VTV		brain	xl	29767	29767	4	xl
DN	73326706274297356	648518346494259451	73397075085240896	L	DNxl063	DNxl063		previously DNxl066	VTV		brain	xl	38977	29767	4	xl
DN	73256337462815533	648518346485794244	73537812439577328	L	DNxl065	DNxl065			DMT		brain	xl	31377	31377	5	xl
DN	73537812439577328	648518346485911944	73537812439577328	R	DNxl065	DNxl065			DMT		brain	xl	33554	31377	5	xl
DN	73185968718586744	648518346499801155	73185968718594531	L	DNxl067	DNxl067			VLT		brain	fl	28263	28263	5	xl
