xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract
(39650, 75200, 1849)	39650	75200	1849	73397075018341008	648518346500874774	R	R	doubleseed		
(39752, 75200, 1841)	39752	75200	1841	73397075018321809	648518346483331492	R		AN	ANXXX995	
(39886, 75200, 1837)	39886	75200	1837	73397075018324288	648518346489650124	R	L	AN	AN05B096	
(39925, 75200, 1827)	39925	75200	1827	73397075018288731	648518346489847567	R	L	AN	AN05B105	
(41686, 75200, 1834)	41686	75200	1834	73467443762501243	648518346492996784	R	R	AN	AN10B037	
(41750, 75200, 1834)	41750	75200	1834	73467443762501233	648518346486308242	R	L	AN	AN10B046	
(41538, 75200, 1888)	41538	75200	1888	73467443762644031	648518346488820209	R	L	AN	AN10B047	
(39740, 75200, 1852)	39740	75200	1852	73397075018350680	648518346483567765	R	R	AN	AN09B004	
(39194, 75200, 2007)	39194	75200	2007	73397075085486890	648518346493069120	R		DN	DNfl999	none
(39182, 75200, 2002)	39182	75200	2002	73397075085483583	648518346489955415	R	L	AN	ANXXX008	
(40008, 75200, 1975)	40008	75200	1975	73397075085430480	648518346492876206	R	L	AN	AN09B032	
(40476, 75200, 1961)	40476	75200	1961	73397075085403695	648518346490200247	R	R	AN	AN17A018	
(41886, 75200, 1864)	41886	75200	1864	73467443762580133	648518346493882681	R	L	AN	AN10B048	
(43750, 75200, 1940)	43750	75200	1940	73537812573602602	648518346483798447	R	R	AN	AN01B004	
(40736, 75200, 1575)	40736	75200	1575	73397074884065022	648518346500632501	R	R	doubleseed		
(42001, 75200, 1716)	42001	75200	1716	73467443695391132	648518346486105982	R	R	AN	AN08B101	
(42093, 75200, 1244)	42093	75200	1244	73467443427043514	648518346491822447	R	R	AN	AN06B998	
(43440, 75200, 1166)	43440	75200	1166	73537812170969658	648518346486606307	R		DN	DNg03	MTD-II
(44877, 75210, 1293)	44877	75210	1293	73537812237990617	648518346487435755	R		DN	DNg10	ITD
(44898, 75210, 1298)	44898	75210	1298	73537812238172364	648518346501767274	R		DN	DNg10	ITD
(44932, 75210, 1303)	44932	75210	1303	73537812238182146	648518346501767018	R		DN	DNg10	ITD
(44202, 75210, 1334)	44202	75210	1334	73537812238286184	648518346509026170	R		DN	DNht001	ITD
(44006, 75200, 1313)	44006	75200	1313	73537812238228331	648518346494754954	R		DN	DNxn106	ITD
(46021, 75200, 1480)	46021	75200	1480	73608181049600899	648518346509675907	R		SA	DMT_DMetaN	DMT
(46090, 75200, 1480)	46090	75200	1480	73608181049569633	648518346459653892	R		doubleseed		
(45203, 75200, 1569)	45203	75200	1569	73608181116575061	648518346500836969	R		SA	DMT_DMetaN	DMT
(43633, 75200, 1655)	43633	75200	1655	73537812372617732	648518346497839094	R	L	AN	ANXXX988	
(43653, 75200, 1662)	43653	75200	1662	73537812372695063	648518346487714327	R		DN	DNxn167	none
(43858, 75200, 1938)	43858	75200	1938	73537812573602629	648518346494090999	R	R	AN	AN01B004	
(43136, 75200, 2004)	43136	75200	2004	73537812573686423	648518346482437268	R	R	doubleseed		
(43989, 75200, 1971)	43989	75200	1971	73537812573651389	648518346489826587	R		other		
(47283, 75200, 1759)	47283	75200	1759	73678549927854523	648518346494011761	R		DN	DNg105	DLT
(46388, 75200, 1687)	46388	75200	1687	73608181183673294	648518346495579723	R		DN	DNg52	DLT
(46252, 75200, 1682)	46252	75200	1682	73608181183654957	648518346479768549	R	L	AN	AN07B082	
(47435, 75200, 1676)	47435	75200	1676	73678549927686382	648518346499635596	R		DN	DNfl998	none
(48332, 75200, 1682)	48332	75200	1682	73678549927739969	648518346494078496	R		other		
(46292, 75200, 1458)	46292	75200	1458	73608181049529491	648518346518867679	R	L	AN	AN06A112	
(47003, 75200, 1404)	47003	75200	1404	73608180982594822	648518346499274075	R		DN	DNg88	MTD-I
(46341, 75200, 1288)	46341	75200	1288	73608180915222520	648518346494375223	R		DN	DNxn150	ITD
(46251, 75200, 1710)	46251	75200	1710	73608181183773466	648518346495071114	R	L	AN	AN07B082	
(47049, 75200, 1744)	47049	75200	1744	73608181183842925	648518346481925053	R	L	AN	dMS9	
(35943, 75200, 1967)	35943	75200	1967	73256337597053096	648518346501446243	L	L	doubleseed		
(35922, 75200, 1952)	35922	75200	1952	73256337597028475	648518346499802949	L	R	AN	AN09B024	
(35744, 75200, 1945)	35744	75200	1945	73256337597000249	648518346521566969	L	R	AN	AN09B016	
(35739, 75200, 1932)	35739	75200	1932	73256337596834329	648518346484175901	L	R	doubleseed		
(35897, 75200, 1937)	35897	75200	1937	73256337596981067	648518346500729449	L	R	AN	ANXXX154	
(36036, 75200, 1945)	36036	75200	1945	73256337597011981	648518346495986237	L		DN	DNfl996	none
(36138, 75200, 1943)	36138	75200	1943	73256337596994001	648518346501994858	L	L	AN	AN17A003	
(36121, 75200, 1926)	36121	75200	1926	73256337530222148	648518346466005552	L	L	AN	AN17B005	
(35924, 75200, 1922)	35924	75200	1922	73256337530181501	648518346492594361	L	L	AN	AN01A086	
(36024, 75200, 1914)	36024	75200	1914	73256337530142835	648518346504958579	L	L	AN	ANXXX106	
(36145, 75200, 1908)	36145	75200	1908	73256337530140418	648518346486915836	L	L	doubleseed		
(36126, 75200, 1900)	36126	75200	1900	73256337530107552	648518346496944612	L	R	AN	AN08B034	
(35970, 75200, 1900)	35970	75200	1900	73256337530121641	648518346478443636	L	L	AN	AN17B008	
(36009, 75200, 1892)	36009	75200	1892	73256337530102806	648518346490380810	L	L	AN	AN17B011	
(36383, 75200, 1931)	36383	75200	1931	73256337596959233	648518346496504700	L	L	AN	AN17B013	
(36320, 75200, 1924)	36320	75200	1924	73256337530191578	648518346497646183	L	L	doubleseed		
(36422, 75200, 1917)	36422	75200	1917	73256337530148224	648518346494772402	L	R	AN	AN01A086	
(36271, 75200, 1909)	36271	75200	1909	73256337530154786	648518346495562831	L	L	AN	AN09B016	
(36492, 75200, 1902)	36492	75200	1902	73256337530102775	648518346459834884	L	L	AN	AN17A002	
(36288, 75200, 1886)	36288	75200	1886	73256337530072568	648518346494341371	L	L	AN	ANXXX041	
(36672, 75200, 1882)	36672	75200	1882	73256337530062618	648518346475803060	L	L	AN	ANXXX041	
(36798, 75200, 1889)	36798	75200	1889	73256337530087427	648518346496329789	L	R	AN	AN09B015	
(36820, 75200, 1905)	36820	75200	1905	73256337530112128	648518346481011165	L	R	AN	AN09B003	
(36677, 75200, 1905)	36677	75200	1905	73256337530131311	648518346514243883	L	R	AN	AN09B023	
(36762, 75200, 1912)	36762	75200	1912	73256337530151377	648518346517430309	L	R	AN	AN05B062	
(36789, 75200, 1921)	36789	75200	1921	73256337530174096	648518346495461558	L	R	AN	AN09B009	
(36623, 75200, 1919)	36623	75200	1919	73256337530204950	648518346487966487	L	R	AN	AN09B009	
(36939, 75200, 1918)	36939	75200	1918	73326706274414409	648518346496185207	L		DN	DNxl125	VTV
(36854, 75200, 1912)	36854	75200	1912	73256337530135857	648518346481558465	L	R	AN	AN05B050	
(36959, 75200, 1904)	36959	75200	1904	73326706274307425	648518346476905672	L	R	AN	AN05B050	
(37012, 75200, 1894)	37012	75200	1894	73326706274304986	648518346491527998	L	R	AN	AN08B016	
(37017, 75200, 1886)	37017	75200	1886	73326706274264465	648518346514066731	L		DN	DNg84	VTV
(37002, 75200, 1876)	37002	75200	1876	73326706274244062	648518346492061228	L	R	AN	AN09B023	
(36925, 75200, 1943)	36925	75200	1943	73326706341177403	648518346521656825	L	R	AN	AN09B023	
(36920, 75200, 1928)	36920	75200	1928	73326706274438030	648518346492300076	L	L	AN	AN05B078	
(36849, 75200, 1929)	36849	75200	1929	73256337530343780	648518346475306849	L	R	AN	AN05B052	
(36791, 75200, 1934)	36791	75200	1934	73256337596830134	648518346482831913	L	R	AN	AN05B071	
(36772, 75200, 1930)	36772	75200	1930	73256337596833005	648518346481365953	L	R	AN	AN05B078	
(37170, 75200, 1944)	37170	75200	1944	73326706341006065	648518346517622888	L		DN	DNg87	VTV
(37126, 75200, 1927)	37126	75200	1927	73326706274340483	648518346497825639	L	L	AN	AN17A004	
(37245, 75200, 1902)	37245	75200	1902	73326706274297318	648518346490006490	L	L	AN	AN17A003	
(37466, 75200, 1901)	37466	75200	1901	73326706274294733	648518346489725309	L	R	AN	AN09B023	
(36769, 75200, 1975)	36769	75200	1975	73256337597054786	648518346504117454	L	R	AN	AN05B046	
(36650, 75200, 1982)	36650	75200	1982	73256337597070300	648518346501157020	L		SA	VTV_DProN	VTV
(36949, 75200, 1977)	36949	75200	1977	73326706341252916	648518346506729250	L		DN	DNg85	VTV
(34711, 75200, 1955)	34711	75200	1955	73185968852679664	648518346490991533	L	L	AN	ANXXX255	
(34896, 75200, 1953)	34896	75200	1953	73256337597032047	648518346492167535	L	L	AN	AN27X003	
(35010, 75200, 1947)	35010	75200	1947	73256337596994063	648518346501150552	L		other		
(34958, 75200, 1961)	34958	75200	1961	73256337597035797	648518346497163416	L		DN	DNp58	CVL
(34933, 75200, 1973)	34933	75200	1973	73256337597056433	648518346501369688	L	L	AN	ANXXX996	
(35098, 75200, 1969)	35098	75200	1969	73256337597062922	648518346486266978	L	L	AN	ANXXX131	
(35206, 75200, 1955)	35206	75200	1955	73256337597033937	648518346486348946	L	L	doubleseed		
(35313, 75200, 1962)	35313	75200	1962	73256337597037397	648518346496507989	L	R	AN	AN09B026	
(35364, 75200, 1945)	35364	75200	1945	73256337597007620	648518346466193200	L	R	AN	AN09B019	
(35173, 75200, 1939)	35173	75200	1939	73256337597002875	648518346501328781	L	L	AN	AN05B044	
(35114, 75200, 1935)	35114	75200	1935	73256337596959086	648518346507239240	L	R	AN	AN00A009	
(35259, 75200, 1908)	35259	75200	1908	73256337530126508	648518346489860989	L		DN	DNxn165	DLV
(35577, 75200, 1935)	35577	75200	1935	73256337596832141	648518346471789211	L		DN	DNxl123	DLV
(35663, 75200, 1908)	35663	75200	1908	73256337530135877	648518346507691385	L	R	AN	AN12B001	
(36010, 75200, 1880)	36010	75200	1880	73256337530082612	648518346484222493	L	L	AN	AN17B008	
(35843, 75200, 1890)	35843	75200	1890	73256337530105280	648518346495495094	L	L	AN	AN17B009	
(36403, 75200, 1864)	36403	75200	1864	73256337530031388	648518346496157286	L	R	AN	AN09B007	
(36608, 75200, 1863)	36608	75200	1863	73256337530001096	648518346480375611	L	L	AN	ANXXX109	
(36803, 75200, 1864)	36803	75200	1864	73256337530038728	648518346466903662	L	L	AN	ANXXX108	
(37082, 75200, 1862)	37082	75200	1862	73326706274211576	648518346494507378	L	R	AN	ANXXX082	
(37166, 75200, 1867)	37166	75200	1867	73326706274209012	648518346496495484	L	L	AN	AN17A068	
(37375, 75200, 1853)	37375	75200	1853	73326706274168315	648518346480115685	L	R	AN	AN09B027	
(35968, 75200, 1851)	35968	75200	1851	73256337529990774	648518346490188983	L	R	AN	AN08B025	
(35907, 75200, 1869)	35907	75200	1869	73256337530045833	648518346481369231	L	R	AN	ANXXX043	
(36146, 75200, 1864)	36146	75200	1864	73256337530023677	648518346480087781	L	L	AN	AN17B002	
(35801, 75200, 1882)	35801	75200	1882	73256337530064868	648518346498434097	L	R	AN	AN12B006	
(35632, 75200, 1863)	35632	75200	1863	73256337530013632	648518346477105680	L	L	AN	AN12B004	
(34351, 75200, 1939)	34351	75200	1939	73185968852658786	648518346493685105	L		DN	DNg80	CVL
(34191, 75200, 1933)	34191	75200	1933	73185968852618680	648518346477764565	L		other		
(34193, 75200, 1920)	34193	75200	1920	73185968785930031	648518346479579099	L	L	AN	AN01B002	
(34230, 75200, 1912)	34230	75200	1912	73185968785903889	648518346502473555	L	R	AN	AN01A021	
(34175, 75200, 1911)	34175	75200	1911	73185968785909071	648518346479255185	L	R	AN	ANXXX024	
(34100, 75200, 1900)	34100	75200	1900	73185968785888022	648518346495728290	L	R	AN	ANXXX086	
(34059, 75200, 1887)	34059	75200	1887	73185968785876267	648518346509827366	L		DN	DNxl094	VTV
(34173, 75200, 1872)	34173	75200	1872	73185968785846762	648518346487768555	L		DN	DNxl116	VLT
(34219, 75200, 1891)	34219	75200	1891	73185968785881834	648518346515457786	L		DN	DNxl107	CVL
(34252, 75200, 1902)	34252	75200	1902	73185968785889576	648518346494369415	L	R	AN	ANXXX092	
(34336, 75200, 1911)	34336	75200	1911	73185968785906403	648518346496259852	L	L	AN	AN01B002	
(34285, 75200, 1917)	34285	75200	1917	73185968785942689	648518346480012788	L	L	AN	AN01B002	
(34393, 75200, 1901)	34393	75200	1901	73185968785897850	648518346482496404	L	R	AN	AN07B011	
(34456, 75200, 1907)	34456	75200	1907	73185968785905190	648518346518325334	L	R	AN	AN01A006	
(34505, 75200, 1913)	34505	75200	1913	73185968785906386	648518346480455126	L	L	AN	AN01B004	
(34584, 75200, 1914)	34584	75200	1914	73185968785907770	648518346499332071	L	L	doubleseed		
(34654, 75200, 1920)	34654	75200	1920	73185968785922242	648518346482437268	L	R	doubleseed		
(34652, 75200, 1931)	34652	75200	1931	73185968852591660	648518346490753453	L		DN	DNg59	CVL
(34577, 75200, 1922)	34577	75200	1922	73185968785919566	648518346499775043	L	L	AN	AN01B004	
(34549, 75200, 1895)	34549	75200	1895	73185968785876271	648518346493930744	L	L	AN	AN01B004	
(34426, 75200, 1882)	34426	75200	1882	73185968785869768	648518346486713135	L	L	AN	ANXXX218	
(34522, 75200, 1862)	34522	75200	1862	73185968785823327	648518346494841003	L	R	AN	AN12B055	
(34408, 75200, 1861)	34408	75200	1861	73185968785826885	648518346500161791	L	L	AN	AN12B999	
(34424, 75200, 1867)	34424	75200	1867	73185968785828789	648518346475891170	L	R	AN	AN12B060	
(34470, 75200, 1843)	34470	75200	1843	73185968785817640	648518346507211336	L		DN	DNxl112	DLV
(34749, 75200, 1850)	34749	75200	1850	73185968785810736	648518346495847755	L	R	AN	AN12B055	
(34698, 75200, 1856)	34698	75200	1856	73185968785825073	648518346483211428	L	L	AN	AN12B089	
(34744, 75200, 1869)	34744	75200	1869	73185968785851717	648518346487709098	L		DN	DNd02	DLV
(34703, 75200, 1860)	34703	75200	1860	73185968785825055	648518346504204072	L	L	AN	AN12B060	
(34766, 75200, 1858)	34766	75200	1858	73185968785805460	648518346478838900	L	R	AN	AN12B060	
(34823, 75200, 1853)	34823	75200	1853	73256337529993199	648518346479139536	L	R	AN	AN12B080	
(34843, 75200, 1859)	34843	75200	1859	73256337530015801	648518346499924035	L	R	AN	AN12B998	
(34900, 75200, 1853)	34900	75200	1853	73256337529995733	648518346497170072	L	L	AN	AN12B089	
(34925, 75200, 1862)	34925	75200	1862	73256337530021012	648518346480496955	L	L	AN	AN12B060	
(34982, 75200, 1870)	34982	75200	1870	73256337530041001	648518346479148496	L		DN	DNxl128	DLV
(35078, 75200, 1868)	35078	75200	1868	73256337530055664	648518346488645816	L	L	AN	AN12B060	
(35144, 75200, 1867)	35144	75200	1867	73256337530036442	648518346481506719	L	L	AN	AN12B060	
(35322, 75200, 1861)	35322	75200	1861	73256337530020993	648518346478839156	L	L	AN	AN17B012	
(35142, 75200, 1850)	35142	75200	1850	73256337529988364	648518346496292413	L	R	AN	AN12B004	
(35421, 75200, 1850)	35421	75200	1850	73256337530005975	648518346479174095	L	L	AN	AN17B007	
(35041, 75200, 1895)	35041	75200	1895	73256337530148310	648518346478483028	L		DN	DNg15	DMT
(35564, 75200, 1885)	35564	75200	1885	73256337530067503	648518346483927983	L	R	AN	ANXXX043	
(34233, 75200, 1828)	34233	75200	1828	73185968785768999	648518346491656902	L	L	AN	ANXXX026	
(34332, 75200, 1823)	34332	75200	1823	73185968785752895	648518346518028392	L	L	AN	AN04B004	
(34066, 75200, 1830)	34066	75200	1830	73185968785762250	648518346479892980	L	R	AN	AN12B017	
(34277, 75200, 1813)	34277	75200	1813	73185968785740231	648518346494103950	L	L	AN	AN04B001	
(34264, 75200, 1783)	34264	75200	1783	73185968718825380	648518346489618373	L	R	AN	AN12B019	
(34521, 75200, 1808)	34521	75200	1808	73185968785676757	648518346491207971	L	L	AN	AN04B001	
(34495, 75200, 1791)	34495	75200	1791	73185968718868098	648518346498427474	L	L	AN	AN01B005	
(34506, 75200, 1764)	34506	75200	1764	73185968718767289	648518346483260492	L	R	AN	AN12B008	
(34502, 75200, 1753)	34502	75200	1753	73185968718732138	648518346492058130	L	R	AN	AN09B006	
(34603, 75200, 1763)	34603	75200	1763	73185968718774310	648518346481617089	L	R	AN	AN12B017	
(34680, 75200, 1750)	34680	75200	1750	73185968718750857	648518346491547921	L		DN	DNxl087	DLV
(34682, 75200, 1758)	34682	75200	1758	73185968718764916	648518346487557267	L	L	AN	AN01B011	
(34684, 75200, 1766)	34684	75200	1766	73185968718783914	648518346517536298	L	R	AN	AN12B017	
(34565, 75200, 1775)	34565	75200	1775	73185968718806826	648518346489882329	L	L	AN	AN01B011	
(34526, 75200, 1783)	34526	75200	1783	73185968718829499	648518346466137392	L	L	AN	AN01B011	
(34653, 75200, 1779)	34653	75200	1779	73185968718798456	648518346503069427	L	R	AN	AN09B014	
(34614, 75200, 1790)	34614	75200	1790	73185968718850460	648518346467419399	L	L	AN	AN01B014	
(34704, 75200, 1793)	34704	75200	1793	73185968719029463	648518346496890114	L	R	AN	AN09B020	
(34787, 75200, 1757)	34787	75200	1757	73185968718743599	648518346494742071	L	R	AN	ANXXX145	
(34860, 75200, 1785)	34860	75200	1785	73256337463005918	648518346483098598	L	R	AN	AN12B008	
(34871, 75200, 1794)	34871	75200	1794	73256337463114480	648518346487839810	L	R	AN	AN09B020	
(34785, 75200, 1811)	34785	75200	1811	73185968785628757	648518346518496598	L	R	AN	ANXXX027	
(34928, 75200, 1829)	34928	75200	1829	73256337529908130	648518346491013805	L	R	AN	ANXXX027	
(34820, 75200, 1844)	34820	75200	1844	73256337529975762	648518346501373974	L	R	AN	ANXXX987	
(35055, 75200, 1807)	35055	75200	1807	73256337529725626	648518346467405575	L	R	AN	ANXXX027	
(35297, 75200, 1817)	35297	75200	1817	73256337529908139	648518346486500273	L		DN	DNxl106	DLV
(35334, 75200, 1805)	35334	75200	1805	73256337529721588	648518346507298120	L	R	AN	AN10B027	
(35416, 75200, 1834)	35416	75200	1834	73256337529940228	648518346482936997	L	R	AN	ANXXX027	
(35695, 75200, 1844)	35695	75200	1844	73256337529983305	648518346481892541	L	R	AN	ANXXX027	
(35679, 75200, 1831)	35679	75200	1831	73256337529921841	648518346509994042	L	R	AN	ANXXX120	
(35646, 75200, 1817)	35646	75200	1817	73256337529913623	648518346480648669	L	R	AN	ANXXX120	
(35596, 75200, 1807)	35596	75200	1807	73256337529781170	648518346489896908	L	R	AN	AN10B027	
(35493, 75200, 1789)	35493	75200	1789	73256337463014051	648518346492202028	L	R	AN	AN10B019	
(35233, 75200, 1793)	35233	75200	1793	73256337463113859	648518346493623544	L		DN	DNg68	DLV
(35262, 75200, 1782)	35262	75200	1782	73256337463011349	648518346494062990	L		DN	DNxl101	DLV
(35134, 75200, 1773)	35134	75200	1773	73256337462986041	648518346490876536	L		DN	DNxl106	DLV
(35005, 75200, 1776)	35005	75200	1776	73256337463000797	648518346480098533	L	L	AN	AN01B005	
(35003, 75200, 1764)	35003	75200	1764	73256337462981355	648518346472685515	L	L	AN	AN01B005	
(31718, 75200, 1706)	31718	75200	1706	73115599974407945	648518346476980936	L		DN	DNxl049	DLT
(31653, 75200, 1733)	31653	75200	1733	73115599974453205	648518346484042791	L		DN	DNfl998	none
(31727, 75200, 1741)	31727	75200	1741	73115599974466659	648518346495558223	L	R	AN	AN19B036	
(32136, 75200, 1725)	32136	75200	1725	73115599974415044	648518346503742369	L		DN	DNxl134	DLT
(31982, 75200, 1711)	31982	75200	1711	73115599974415087	648518346479408785	L	R	AN	AN19B014	
(32019, 75200, 1666)	32019	75200	1666	73115599907520651	648518346504729203	L	R	AN	ANXXX002	
(32026, 75200, 1691)	32026	75200	1691	73115599974379051	648518346499877587	L		DN	DNg93	DLT
(31751, 75200, 1673)	31751	75200	1673	73115599907537415	648518346459693060	L		DN	DNg100	DLT
(31539, 75200, 1677)	31539	75200	1677	73115599974236678	648518346489919515	L		DN	DNut062	DLT
(31457, 75200, 1685)	31457	75200	1685	73115599974358132	648518346490518013	L		DN	DNfl016	DLT
(32359, 75200, 1751)	32359	75200	1751	73115599974473266	648518346504806022	L		DN	DNg97	DLT
(32703, 75200, 1765)	32703	75200	1765	73115599974506518	648518346515876346	L		DN	DNxn977	none
(32699, 75200, 1751)	32699	75200	1751	73115599974476186	648518346500413244	L		DN	DNfl037	none
(32885, 75200, 1747)	32885	75200	1747	73185968718736519	648518346481850015	L		DN	DNfl037	none
(45172, 75200, 1684)	45172	75200	1684	73608181183712652	648518346501055331	R		SA	DMT_ADMN	DMT
(33182, 75200, 1754)	33182	75200	1754	73185968718757857	648518346504099278	L	L	AN	AN07B017	
(33101, 75200, 1769)	33101	75200	1769	73185968718793156	648518346501686634	L		DN	DNxl100	VLT
(33307, 75200, 1765)	33307	75200	1765	73185968718774286	648518346480200507	L		DN	DNg64	VLT
(33410, 75200, 1776)	33410	75200	1776	73185968718803933	648518346517833576	L		DN	DNfl041	VLT
(33597, 75200, 1769)	33597	75200	1769	73185968718779104	648518346477411086	L		DN	DNxl091	VLT
(33569, 75200, 1760)	33569	75200	1760	73185968718755645	648518346495986493	L		DN	DNg19	VLT
(33641, 75200, 1745)	33641	75200	1745	73185968718729719	648518346511779775	L		DN	DNfl032	VLT
(33808, 75200, 1743)	33808	75200	1743	73185968718718274	648518346500979817	L		DN	DNfl033	none
(33701, 75200, 1757)	33701	75200	1757	73185968718764899	648518346494224616	L		DN	DNfl018	VLT
(33786, 75200, 1770)	33786	75200	1770	73185968718790856	648518346479273426	L		DN	DNg44	VLT
(33901, 75200, 1754)	33901	75200	1754	73185968718757843	648518346490767789	L		DN	DNxl086	VLT
(34070, 75200, 1747)	34070	75200	1747	73185968718734333	648518346494504936	L		DN	DNg54	VLT
(34320, 75200, 1749)	34320	75200	1749	73185968718738737	648518346479050959	L		DN	DNfl023	none
(34360, 75200, 1735)	34360	75200	1735	73185968718702450	648518346490250779	L	L	AN	ANXXX037	
(34536, 75200, 1731)	34536	75200	1731	73185968718702425	648518346507406623	L	L	AN	ANXXX072	
(34566, 75200, 1742)	34566	75200	1742	73185968718720470	648518346494022155	L		DN	DNg65	VLT
(34656, 75200, 1736)	34656	75200	1736	73185968718711537	648518346497017752	L		DN	DNg47	VLT
(34703, 75200, 1722)	34703	75200	1722	73185968718676982	648518346492544187	L		DN	DNg31	VLT
(34894, 75200, 1729)	34894	75200	1729	73256337462877946	648518346487610026	L	R	AN	ANXXX998	
(34808, 75200, 1742)	34808	75200	1742	73185968718702447	648518346459871492	L	R	AN	AN12B019	
(35030, 75200, 1739)	35030	75200	1739	73256337462899101	648518346496558594	L		DN	DNp71	DLV
(34997, 75200, 1755)	34997	75200	1755	73256337462947455	648518346492440703	L	R	AN	ANXXX145	
(34881, 75200, 1760)	34881	75200	1760	73256337462954733	648518346521391865	L	R	AN	ANXXX145	
(34698, 75200, 1802)	34698	75200	1802	73185968785555431	648518346475470004	L	L	AN	AN04B004	
(35228, 75200, 1748)	35228	75200	1748	73256337462908343	648518346478473844	L		DN	DNp09	DLV
(35357, 75200, 1724)	35357	75200	1724	73256337462862217	648518346488793016	L		DN	DNg30	DLV
(35048, 75200, 1721)	35048	75200	1721	73256337462853543	648518346483594927	L		DN	DNd05	DLV
(35162, 75200, 1735)	35162	75200	1735	73256337462892064	648518346479715316	L		DN	DNxl068	DLV
(35142, 75200, 1699)	35142	75200	1699	73256337462808406	648518346500990230	L		DN	DNxl131	VLT
(34975, 75200, 1710)	34975	75200	1710	73256337462844358	648518346494073867	L	R	AN	AN12B019	
(34843, 75200, 1712)	34843	75200	1712	73256337462849181	648518346481030400	L		DN	DNxl110	DLV
(34850, 75200, 1704)	34850	75200	1704	73256337462824739	648518346478502004	L		DN	DNfl027	VLT
(34859, 75200, 1699)	34859	75200	1699	73256337462810660	648518346492529595	L	R	AN	AN19B010	
(34797, 75200, 1689)	34797	75200	1689	73185968718584090	648518346494476087	L		DN	DNg62	none
(34749, 75200, 1699)	34749	75200	1699	73185968718617326	648518346479292561	L		DN	DNfl038	DMT
(34650, 75200, 1703)	34650	75200	1703	73185968718614904	648518346493915915	L		DN	DNg94	ITD
(34459, 75200, 1718)	34459	75200	1718	73185968718667353	648518346486044356	L		DN	DNxl090	VLT
(34564, 75200, 1719)	34564	75200	1719	73185968718662405	648518346515103047	L		DN	DNg107	VLT
(34272, 75200, 1724)	34272	75200	1724	73185968718684110	648518346484246567	L	R	AN	ANXXX049	
(33984, 75200, 1724)	33984	75200	1724	73185968718674546	648518346497743463	L		DN	DNg13	VLT
(34162, 75200, 1734)	34162	75200	1734	73185968718702446	648518346493989627	L		DN	DNfl025	none
(33933, 75200, 1739)	33933	75200	1739	73185968718706831	648518346489904601	L	R	AN	ANXXX200	
(33788, 75200, 1726)	33788	75200	1726	73185968718686500	648518346490284315	L	R	AN	ANXXX200	
(33681, 75200, 1728)	33681	75200	1728	73185968718676998	648518346496838296	L		DN	DNxl117	VLT
(33474, 75200, 1726)	33474	75200	1726	73185968718677067	648518346518601695	L		DN	DNg38	DMT
(33628, 75200, 1713)	33628	75200	1713	73185968718649538	648518346487932372	L	R	AN	AN19B042	
(33426, 75200, 1747)	33426	75200	1747	73185968718748448	648518346476800272	L		DN	DNxl104	VLT
(33107, 75200, 1719)	33107	75200	1719	73185968718664952	648518346481789343	L		DN	DNb05	DMT
(33773, 75200, 1702)	33773	75200	1702	73185968718617271	648518346500502963	L		DN	DNg32	DLT
(32452, 75200, 1727)	32452	75200	1727	73115599974445613	648518346485765060	L		DN	DNxn147	DLT
(32672, 75200, 1727)	32672	75200	1727	73115599974436596	648518346494091771	L		DN	DNxl080	DLT
(32837, 75200, 1695)	32837	75200	1695	73185968718599701	648518346496855192	L		DN	DNxl130	DLT
(32406, 75200, 1695)	32406	75200	1695	73115599974373048	648518346502401363	L		DN	DNg105	DLT
(32661, 75200, 1669)	32661	75200	1669	73115599907551293	648518346484587853	L		DN	DNg17	DLT
(32579, 75200, 1676)	32579	75200	1676	73115599974279986	648518346491875858	L	R	AN	AN18B002	
(32359, 75200, 1662)	32359	75200	1662	73115599907590718	648518346476707958	L	R	AN	AN19B044	
(32227, 75200, 1656)	32227	75200	1656	73115599907514151	648518346475981282	L	R	AN	AN19B032	
(32084, 75200, 1643)	32084	75200	1643	73115599907485682	648518346493141056	L	R	AN	AN19B022	
(32024, 75200, 1632)	32024	75200	1632	73115599907471834	648518346480180539	L		DN	DNxl129	DLT
(31858, 75200, 1639)	31858	75200	1639	73115599907471815	648518346479708404	L		DN	DNg76	DLT
(31682, 75200, 1621)	31682	75200	1621	73115599907443241	648518346520017233	L		DN	DNg108	DLT
(31546, 75200, 1639)	31546	75200	1639	73115599907475836	648518346514032921	L		DN	DNg74	DLT
(31267, 75200, 1663)	31267	75200	1663	73115599907529158	648518346509501827	L	R	AN	AN19B017	
(31779, 75200, 1651)	31779	75200	1651	73115599907495600	648518346498606100	L	R	AN	AN27X004	
(32414, 75200, 1636)	32414	75200	1636	73115599907481731	648518346478690132	L		DN	DNg74	DLT
(32624, 75200, 1649)	32624	75200	1649	73115599907491648	648518346475847650	L	R	AN	AN19B044	
(32552, 75200, 1663)	32552	75200	1663	73115599907520635	648518346480086950	L		DN	DNg52	DLT
(32790, 75200, 1660)	32790	75200	1660	73185968651699954	648518346507377529	L		DN	DNg90	DMT
(32783, 75200, 1649)	32783	75200	1649	73185968651684841	648518346510978178	L		DN	DNg52	DLT
(32781, 75200, 1640)	32781	75200	1640	73185968651651937	648518346493685361	L		DN	DNfl993	DLT
(32930, 75200, 1676)	32930	75200	1676	73185968718434117	648518346489960401	L		DN	DNfl042	none
