class	bodyid	group	side	type	systematic_type	synonyms	comment	long_tract	soma_location	soma_division	neuropil	predicted_nt	predicted_nt_prob	FANC_supervoxel_id	FANC_match	FANC_group	confidence_fanc_match_1_5
DN	12167	12167	L	DNb09	DNxn008			MTD-I	b	brain	xn	GLUT	0.9581709258	73256337395643707	648518346479276498	73467443695136228	5
DN	12304	12167	R	DNb09	DNxn008			MTD-I	b	brain	xn	GLUT	0.9552516458	73467443695136228	648518346499268443	73467443695136228	5
DN	13916	13916	R	DNc01	DNxn010			DLT	c	brain	xn	GABA	0.7805256182	73678549793538653	648518346490870136	73115599840222879	4
DN	14677	13916	L	DNc01	DNxn010			DLT	c	brain	xn	unk	0.6467560315	73115599840222879	648518346489954266	73115599840222879	4
DN	16554	15026	R	DNc02	DNxn011			DLT	c	brain	xn	GABA	0.7141842177	73608180982348376	648518346531195674	73608180982348376	4
DN	15026	15026	L	DNc02	DNxn011			DLT	c	brain	xn	GABA	0.7576114424	73115599907330380	648518346481974973	73608180982348376	4
DN	10526	10194	R	DNd02	DNxl004	OA-VL1		DLV	d	brain	xl	unk	0.6987478299	73467443829582880	648518346477596567	73185968785851717	5
DN	10194	10194	L	DNd02	DNxl004	OA-VL1		DLV	d	brain	xl	GLUT	0.7269038848	73185968785851717	648518346487709098	73185968785851717	5
DN	10491	10410	R	DNd03	DNxn012	OA-VL2		DLT	d	brain	xn	GLUT	0.7990487495	73608181183956211	648518346479639488	73608181183956211	5
DN	10410	10410	L	DNd03	DNxn012	OA-VL2		DLT	d	brain	xn	GLUT	0.789648283	73115599907346763	648518346475212088	73608181183956211	5
DN	13428	13428	L	DNd04	DNxl061			VTV	d	brain	xl	GLUT	0.9560525117	73256337596990557	648518346491671464	73256337596990557	5
DN	14282	13428	R	DNd04	DNxl061			VTV	d	brain	xl	GLUT	0.9514609654	73397075085525745	648518346491054883	73256337596990557	5
DN	12898	12898	L	DNd05	DNxl026			DLV	d	brain	xl	ACH	0.9506152168	73256337462853543	648518346483594927	73256337462853543	5
DN	13238	12898	R	DNd05	DNxl026			DLV	d	brain	xl	ACH	0.9483700014	73537812439667613	648518346493762929	73256337462853543	5
DN	24193	23404	L	DNfl012	DNfl012			none		brain	fl	GLUT	0.9732930416	73326706005825313	648518346479324635	73467443628045108	4
DN	23404	23404	R	DNfl012	DNfl012			none		brain	fl	GLUT	0.98324795	73467443628045108	648518346488401336	73467443628045108	4
DN	156265	40420	L	DNfl014	DNfl014			none		brain	fl	ACH	0.944321231				
DN	40420	40420	R	DNfl014	DNfl014			none		brain	fl	ACH	0.9620720874				
DN	16369	16369	L	DNfl015	DNfl015			none		brain	fl	ACH	0.9015880149	73115599907425287	648518346518919391	73115599907425287	5
DN	16562	16369	R	DNfl015	DNfl015			none		brain	fl	ACH	0.8879941697	73608180982163403	648518346493834016	73115599907425287	5
DN	45911	36718	L	DNfl016	DNfl016			DLT		brain	fl	GABA	0.7249754808	73115599974358132	648518346490518013	73115599974358132	5
DN	39216	36718	R	DNfl016	DNfl016			DLT		brain	fl	unk	0.5763721519	73678549793688468	648518346478714320	73115599974358132	5
DN	192220	36718	R	DNfl016	DNfl016			DLT		brain	fl	unk	0.5663664306	73678549793688468	648518346478714320	73115599974358132	5
DN	36718	36718	L	DNfl016	DNfl016			DLT		brain	fl	unk	0.6886648665	73115599974358132	648518346490518013	73115599974358132	5
DN	34737	32504	L	DNfl017	DNfl017			DLT		brain	fl	ACH	0.9240339493	73185968584405202	648518346493900601	73185968584405202	4
DN	32504	32504	R	DNfl017	DNfl017			DLT		brain	fl	ACH	0.8801075934	73608180982215665	648518346490080092	73185968584405202	4
DN	33545	31531	R	DNfl018	DNfl018			VLT		brain	fl	ACH	0.9870743504	73608181184064920	648518346486077320	73185968718764899	3
DN	31531	31531	L	DNfl018	DNfl018			VLT		brain	fl	ACH	0.9684149752	73185968718764899	648518346494224616	73185968718764899	3
DN	31446	31446	L	DNfl019	DNfl019			none		brain	fl	ACH	0.9567535442				
DN	173123	31446	R	DNfl019	DNfl019			none		brain	fl	ACH	0.9616776101				
DN	31408	31408	L	DNfl020	DNfl020			none		brain	fl	ACH	0.9296066127	73185968718485464	648518346495446946	73537812439627508	5
DN	152850	31408	R	DNfl020	DNfl020			none		brain	fl	unk	0.6998672668	73537812439627508	648518346511808191	73537812439627508	5
DN	29182	29182	R	DNfl021	DNfl021	bract		VLT		brain	fl	ACH	0.9743801407	73537812506592771	648518346493785376	73185968718584115	5
DN	30389	29182	L	DNfl021	DNfl021	bract		VLT		brain	fl	ACH	0.983844367	73185968718649655	648518346476847816	73185968718584115	5
DN	31381	29182	L	DNfl021	DNfl021	bract		VLT		brain	fl	ACH	0.9807821703	73185968718584115	648518346489798874	73185968718584115	5
DN	31787	29182	R	DNfl021	DNfl021	bract		VLT		brain	fl	ACH	0.9685231843	73537812506611486	648518346486654105	73185968718584115	5
DN	27912	27912	L	DNfl022	DNfl022			none		brain	fl	ACH	0.9373266284				
DN	30008	27912	R	DNfl022	DNfl022			none		brain	fl	ACH	0.9219970757				
DN	27936	27775	L	DNfl023	DNfl023			none		brain	fl	ACH	0.9297596873	73185968718738737	648518346479050959	73185968718738737	5
DN	27775	27775	R	DNfl023	DNfl023			none		brain	fl	ACH	0.9054107465	73537812439613165	648518346492925724	73185968718738737	5
DN	27217	27217	L	DNfl024	DNfl024			none		brain	fl	ACH	0.9675689869	73185968584433507	648518346496235605	73608180915214591	5
DN	27520	27217	R	DNfl024	DNfl024			none		brain	fl	ACH	0.9668351206	73608180915214591	648518346474109293	73608180915214591	5
DN	27523	27095	L	DNfl025	DNfl025			none		brain	fl	ACH	0.968851039	73185968718702446	648518346493989627	73185968718702446	5
DN	27095	27095	R	DNfl025	DNfl025			none		brain	fl	ACH	0.977428294	73537812506614571	648518346496789656	73185968718702446	5
DN	27026	27014	R	DNfl026	DNfl026			none		brain	fl	ACH	0.9884394319	73537812439710923	648518346486434253	73185968718574996	5
DN	27014	27014	L	DNfl026	DNfl026			none		brain	fl	ACH	0.9925728287	73185968718574996	648518346486414513	73185968718574996	5
DN	50104	26318	R	DNfl027	DNfl027			VLT		brain	fl	GABA	0.9226374383	73537812439601217	648518346488405838	73256337462824739	5
DN	26318	26318	L	DNfl027	DNfl027			VLT		brain	fl	GABA	0.8503762783	73256337462824739	648518346478502004	73256337462824739	5
DN	25879	25879	L	DNfl029	DNfl029			none		brain	fl	ACH	0.8782654662	73115599840269015	648518346479051471	73608181049529468	5
DN	26426	25879	R	DNfl029	DNfl029			none		brain	fl	ACH	0.9277113654	73608181049529468	648518346500605289	73608181049529468	5
DN	27951	25879	R	DNfl029	DNfl029			none		brain	fl	ACH	0.918781704	73608181049756992	648518346508933754	73608181049529468	5
DN	28053	25879	L	DNfl029	DNfl029			none		brain	fl	ACH	0.898849522	73185968584428802	648518346489575775	73608181049529468	5
DN	23953	23953	L	DNfl030	DNfl030			none		brain	fl	ACH	0.9429966542	73115599907410719	648518346494467048	73115599907410719	5
DN	27241	23953	R	DNfl030	DNfl030			none		brain	fl	ACH	0.9011209986	73608181183919117	648518346491877932	73115599907410719	5
DN	22072	22072	R	DNfl031	DNfl031			none		brain	fl	ACH	0.9376776384	73608181116584524	648518346517511784	73608181116535648	4
DN	23461	22072	L	DNfl031	DNfl031			none		brain	fl	ACH	0.9282808097	73115599907337331	648518346466906094	73608181116535648	4
DN	21235	21235	L	DNfl032	DNfl032			VLT		brain	fl	GABA	0.9481855686	73185968718729719	648518346511779775	73185968718729719	5
DN	21440	21235	R	DNfl032	DNfl032			VLT		brain	fl	GABA	0.87449371	73608181183966175	648518346494041735	73185968718729719	5
DN	21320	20953	L	DNfl033	DNfl033			none		brain	fl	ACH	0.9739443856	73185968718718274	648518346500979817	73185968718718274	5
DN	20953	20953	R	DNfl033	DNfl033			none		brain	fl	ACH	0.977883227	73608181183950264	648518346501670762	73185968718718274	5
DN	20904	20782	R	DNfl034	DNfl034			none		brain	fl	ACH	0.9792753326	73608180915222468	648518346486581681	73608180915222468	5
DN	20782	20782	L	DNfl034	DNfl034			none		brain	fl	ACH	0.9736489325	73185968584396360	648518346492462011	73608180915222468	5
DN	19511	19511	R	DNfl035	DNfl035			none		brain	fl	ACH	0.9526941049	73467443426702730	648518346499774019	73467443426702730	5
DN	24978	19511	L	DNfl035	DNfl035			none		brain	fl	ACH	0.9664523714	73326705938539196	648518346481256847	73467443426702730	5
DN	19287	19287	L	DNfl036	DNfl036			none		brain	fl	ACH	0.9711381334	73185968651634220	648518346492944668	73185968651634220	5
DN	19369	19287	R	DNfl036	DNfl036			none		brain	fl	ACH	0.9806229008	73608181116834279	648518346495568719	73185968651634220	5
DN	24087	18784	R	DNfl037	DNfl037			none		brain	fl	ACH	0.8466565626	73608181183974452	648518346499625868	73185968718736519	5
DN	19864	18784	L	DNfl037	DNfl037			none		brain	fl	ACH	0.7902879465	73185968718736519	648518346481850015	73185968718736519	5
DN	21071	18784	L	DNfl037	DNfl037			none		brain	fl	ACH	0.7293961859	73115599974476186	648518346500413244	73185968718736519	5
DN	18784	18784	R	DNfl037	DNfl037			none		brain	fl	ACH	0.8722109205	73678549927854509	648518346497090328	73185968718736519	5
DN	17522	17522	L	DNfl038	DNfl038			DMT		brain	fl	GABA	0.9295764146	73185968718617326	648518346479292561	73185968718617326	4
DN	17865	17522	R	DNfl038	DNfl038			DMT		brain	fl	GABA	0.8103791472	73608181183960802	648518346511555952	73185968718617326	4
DN	17494	17494	L	DNfl039	DNfl039			none		brain	fl	GABA	0.898842403	73256337462707069	648518346521560057	73537812439596268	5
DN	17995	17494	R	DNfl039	DNfl039			none		brain	fl	GABA	0.8435412142	73537812439596268	648518346490893857	73537812439596268	5
DN	17400	17400	L	DNfl040	DNfl040			none		brain	fl	ACH	0.9588125577	73115599907394308	648518346493883193	73115599907394308	5
DN	17547	17400	R	DNfl040	DNfl040			none		brain	fl	ACH	0.9312104515	73608181116591718	648518346499168347	73115599907394308	5
DN	16817	16817	R	DNfl041	DNfl041			VLT		brain	fl	GLUT	0.9501305852	73608181250686556	648518346501642569	73185968718803933	5
DN	17830	16817	L	DNfl041	DNfl041			VLT		brain	fl	GLUT	0.954366813	73185968718803933	648518346517833576	73185968718803933	5
DN	16393	16393	L	DNfl042	DNfl042			none		brain	fl	ACH	0.8757382877	73185968718434117	648518346489960401	73185968718434117	5
DN	19266	16393	R	DNfl042	DNfl042			none		brain	fl	ACH	0.7616319178	73608181183850109	648518346498878785	73185968718434117	5
DN	48107	48107	R	DNfl043	DNfl043			none		brain	fl	unk	0.5522311403				
DN	29261	29261	L	DNfl044	DNfl044			none		brain	fl	GLUT	0.9503226474				
DN	28042	28042	L	DNfl045	DNfl045			none		brain	fl	GABA	0.9048915264				
DN	167965	18840	R	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.8553014168	73537812103752723	648518346491431486	73256337194245824	4
DN	18840	18840	L	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.7417273171	73256337194235307	648518346496163959	73537812103730867	4
DN	29175	18840	L	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.9177890552	73256337194235307	648518346496163959	73537812103730867	4
DN	19174	18840	R	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.7520006569	73537812103752723	648518346491431486	73256337194245824	4
DN	25409	18840	L	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.8915690414	73256337194245824	648518346480418049	73256337194245824	4
DN	26979	18840	R	DNg01	DNut006			MTD-II	g	brain	ut	ACH	0.9232566704	73537812103730867	648518346482762982	73537812103730867	4
DN	28680	26362	R	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.9010944687	73537812171037291	648518346504153324	73537812171037291	5
DN	26362	26362	R	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.841447406	73537812170914997	648518346490473469	73256337194223615	5
DN	28073	26362	R	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.8938359304	73537812170914997	648518346490473469	73256337194223615	5
DN	27361	26362	L	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.8865236699	73256337194399511	648518346476867528	73256337194223615	5
DN	27877	26362	R	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.859287432	73537812103776969	648518346487354026	73256337194223615	5
DN	28350	26362	L	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.9161481297	73256337194235316	648518346496641076	73256337194223615	5
DN	29447	26362	L	DNg02	DNut007			MTD-II	g	brain	ut	ACH	0.9186762344	73256337194400123	648518346488768234	73256337194223615	5
DN	25473	24705	R	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9742150182	73537812171090827	648518346487781911	73256337194223615	5
DN	24705	24705	R	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9689855703	73537812171037249	648518346493969465	73256337194223615	5
DN	25171	24705	L	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9549831085	73256337194210285	648518346491459496	73256337194223615	5
DN	25449	24705	L	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9730315855	73256337194232430	648518346520612150	73256337194223615	5
DN	25041	24705	R	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9676880868	73537812171017154	648518346500703081	73256337194223615	5
DN	25825	24705	L	DNg02	DNut008			MTD-II	g	brain	ut	ACH	0.9729965365	73256337194255496	648518346481633725	73256337194223615	5
DN	18893	18893	R	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.8705335616	73537812171053377	648518346497168664	73256337194223615	5
DN	19182	18893	R	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.9378246785	73537812103754850	648518346496734253	73256337194223615	5
DN	22676	18893	R	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.963248727	73537812103789985	648518346480845056	73256337194223615	5
DN	28172	18893	R	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.8318877809	73537812103759226	648518346499690892	73256337194223615	5
DN	19120	18893	L	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.9392316672	73256337194245532	648518346490882081	73537812171037291	5
DN	22412	18893	L	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.9533967152	73256337194245532	648518346490882081	73537812171037291	5
DN	24845	18893	L	DNg02	DNut009			MTD-II	g	brain	ut	ACH	0.9780927864	73256337194226613	648518346497897370	73256337194223615	5
DN	18145	18145	L	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.8541318656	73256337261332303	648518346470346238	73537812171047906	5
DN	20843	18145	L	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.8690288044	73256337261332303	648518346470346238	73537812171047906	5
DN	22475	18145	L	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.9289369835	73256337261355368	648518346472982628	73537812170990466	5
DN	30441	18145	L	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.7863502169	73256337194362184	648518346459520004	73256337194362184	5
DN	21714	18145	R	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.855915007	73537812170990466	648518346496695524	73537812170990466	5
DN	21908	18145	R	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.9119308859	73537812171047906	648518346492458683	73537812171047906	5
DN	25925	18145	R	DNg02	DNut010			MTD-II	g	brain	ut	ACH	0.8829135053	73537812171084013	648518346489369708	73256337194362184	5
DN	26189	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8624843859	73256337194188818	648518346488588017	73537812103743988	5
DN	26850	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.9297090887	73256337194202908	648518346494579883	73537812103743988	5
DN	27482	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8823846828	73256337194205208	648518346472166962	73537812103743988	5
DN	27723	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8875675221	73256337194197769	648518346509813542	73537812103743988	5
DN	28752	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8691641549	73256337261332146	648518346500236348	73537812103743988	5
DN	25543	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8761041392	73537812103834688	648518346492490683	73537812103743988	5
DN	26321	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8777197053	73537812103749055	648518346489283929	73537812103743988	5
DN	27152	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8922346191	73537812103862141	648518346481229967	73537812103743988	5
DN	27207	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8898723105	73537812103726810	648518346485335315	73537812103743988	5
DN	27371	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.9025468454	73537812170969658	648518346486606307	73537812103743988	5
DN	27450	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.9211746058	73537812103719320	648518346502298535	73537812103743988	5
DN	28594	25543	R	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.9480546147	73537812103743988	648518346487792464	73537812103743988	5
DN	27097	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8947631681	73256337194223659	648518346493036864	73537812103743988	5
DN	28303	25543	L	DNg03	DNut011			MTD-II	g	brain	ut	ACH	0.8982899472	73256337194226417	648518346488372105	73537812103743988	5
DN	15451	14340	L	DNg04	DNut012			MTD-II	g	brain	ut	ACH	0.7871361191	73256337261514049	648518346514245319	73537812171140749	5
DN	18339	14340	L	DNg04	DNut012			MTD-II	g	brain	ut	ACH	0.779092578	73256337261463863	648518346480662237	73537812171140749	5
DN	14340	14340	R	DNg04	DNut012			MTD-II	g	brain	ut	ACH	0.767261116	73537812171190730	648518346500565683	73537812171140749	5
DN	18852	14340	R	DNg04	DNut012			MTD-II	g	brain	ut	ACH	0.7765268523	73537812171140749	648518346517615464	73537812171140749	5
DN	28527	28527	L	DNg05	DNut013	knees		MTD-II	g	brain	ut	ACH	0.8617470772	73256337194271778	648518346490497277	73537812103772985	5
DN	35789	28527	L	DNg05	DNut013	knees		MTD-II	g	brain	ut	ACH	0.8427008822	73256337261461077	648518346531141146	73537812103772985	5
DN	28700	28527	R	DNg05	DNut013	knees		MTD-II	g	brain	ut	ACH	0.8443972562	73537812103772985	648518346510931842	73537812103772985	5
DN	30212	28527	R	DNg05	DNut013	knees		MTD-II	g	brain	ut	ACH	0.8580283592	73537812171083972	648518346472925284	73537812103772985	5
DN	28372	21454	L	DNg05	DNut050	knees		MTD-II		brain	ut	ACH	0.8559415329	73256337261538850	648518346507038024	73256337261284381	4
DN	21454	21454	R	DNg05	DNut050	knees		MTD-II		brain	ut	ACH	0.9022535583	73537812171110474	648518346495852390	73256337261284381	5
DN	30304	29021	R	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9683211311	73537812171086467	648518346491896850	73256337261477449	4
DN	31006	29021	L	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9728251212	73256337261490825	648518346481509279	73256337261490825	4
DN	32568	29021	L	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9643430375	73256337261490825	648518346481509279	73256337261490825	4
DN	29021	29021	R	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9607437074	73537812170873795	648518346488844522	73256337261477449	4
DN	29524	29021	R	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9629143062	73537812103834310	648518346476888520	73256337261490825	4
DN	33000	29021	L	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9514797099	73256337261477449	648518346482749605	73256337261477449	4
DN	29831	29021	L	DNg06	DNut014			MTD-II	g	brain	ut	ACH	0.9745721166	73256337261498684	648518346485760708	73256337261477449	4
DN	26939	22002	L	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.9801346258	73256337261281970	648518346515430906	73256337261281970	5
DN	27622	22002	R	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.9796781145	73537812171095531	648518346517612904	73537812171095531	5
DN	69417	22002	L	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.9719753433	73256337194223615	648518346485364243	73256337261281970	5
DN	24131	22002	L	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.9739853104	73256337194362747	648518346483527087	73537812171095531	5
DN	22002	22002	R	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.954407885	73537812171031676	648518346495409999	73256337261281970	5
DN	31771	22002	R	DNg06	DNxn100			MTD-II		brain	xn	ACH	0.9594706722	73537812171031676	648518346495409999	73256337261281970	5
DN	47124	43795	R	DNg07	DNut034	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	ITD		brain	ut	ACH	0.9662234441	73537812372447909	648518346475223393	73256337328852212	4
DN	43795	43795	L	DNg07	DNut034	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	ITD		brain	ut	ACH	0.9219636142	73256337328852212	648518346514271431	73256337328852212	4
DN	45311	43795	L	DNg07	DNut034	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	ITD		brain	ut	ACH	0.9347621167	73256337328852203	648518346486000324	73256337328852212	4
DN	45282	43795	R	DNg07	DNut034	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	ITD		brain	ut	ACH	0.9828215075	73537812372438371	648518346470274302	73256337328852212	4
DN	34144	34144	L	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9716904597	73256337328856212	648518346479177404	73256337328856212	4
DN	34462	34144	L	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9574895404	73256337328753697	648518346475224417	73256337328753697	4
DN	40234	34144	L	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9434882256	73256337328818202	648518346511103541	73256337328753697	4
DN	34409	34144	R	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9673334163	73537812372438370	648518346514068779	73256337328856212	4
DN	38128	34144	R	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9750440481	73608181049718324	648518346502329511	73256337328753697	4
DN	43011	34144	R	DNg07	DNut036	aPN(desc)	AMMC-VNC PN, aPN(desc) neuron	DMT		brain	ut	ACH	0.9668631302	73537812372397791	648518346476809744	73256337328753697	4
DN	23518	18953	R	DNg08	DNut015			ITD	g	brain	ut	ACH	0.8339330592	73608181183708645	648518346480282838	73256337395727405	5
DN	25002	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9477980687	73537812372617753	648518346494754698	73256337395727405	5
DN	25349	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9242468662	73185968651585576	648518346494753714	73256337395727405	5
DN	25529	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9279753516	73256337395765563	648518346486554415	73256337395727405	5
DN	24840	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.8975885857	73537812372583322	648518346485792196	73256337395727405	5
DN	25128	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9255491628	73537812372642891	648518346477781973	73256337395727405	5
DN	18953	18953	R	DNg08	DNut015			ITD	g	brain	ut	ACH	0.8388211364	73537812372642891	648518346477781973	73256337395727405	5
DN	25606	18953	R	DNg08	DNut015			ITD	g	brain	ut	ACH	0.8852759647	73537812372642891	648518346477781973	73256337395727405	5
DN	23834	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9040193848	73256337395727405	648518346474405826	73256337395727405	5
DN	24458	18953	L	DNg08	DNut015			ITD	g	brain	ut	ACH	0.8435797749	73185968651583350	648518346493801102	73256337395727405	5
DN	26337	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9371125885	73537812372600114	648518346487385002	73256337395727405	5
DN	25283	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9163484836	73185968651571886	648518346489540879	73185968651571886	4
DN	24656	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9215932379	73256337328856094	648518346493624824	73256337395727405	5
DN	25742	18953	L	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9355903131	73256337395744378	648518346487930910	73256337395727405	5
DN	24919	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.938858847	73537812372542318	648518346481251983	73185968651571886	4
DN	25050	18953	R	DNg08	DNut015			ITD	g	brain	ut	GABA	0.9198363044	73537812372602681	648518346485792964	73256337395727405	5
DN	31709	22710	L	DNg09	DNnt001			ITD	g	brain	nt	ACH	0.8741365431	73256337328660096	648518346490521341	73256337328703662	5
DN	22710	22710	L	DNg09	DNnt001			ITD	g	brain	nt	ACH	0.7494125516	73256337328660096	648518346490521341	73256337328703662	5
DN	23190	22710	R	DNg09	DNnt001			ITD	g	brain	nt	ACH	0.7901946519	73537812305498263	648518346511650672	73256337328703662	5
DN	26047	22710	L	DNg09	DNnt001			ITD	g	brain	nt	ACH	0.7153791238	73256337328703662	648518346490875256	73256337328703662	5
DN	26285	22710	R	DNg09	DNnt001			ITD	g	brain	nt	ACH	0.7987765931	73537812372452826	648518346503854542	73256337328703662	5
DN	39664	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9209432753	73537812238194708	648518346486003810	73185968584343858	5
DN	41285	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8235160353	73537812237996603	648518346471660443	73185968584343858	5
DN	42987	37799	R	DNg10	DNnt002			ITD	g	brain	nt	unk	0.676496226	73608180982379199	648518346489814043	73185968584343858	5
DN	44358	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8800944427	73537812238273684	648518346512396702	73185968584343858	5
DN	50794	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8634914428	73537812238273684	648518346512396702	73185968584343858	5
DN	41387	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9266335739	73185968584191508	648518346486659993	73185968584343858	5
DN	39045	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8844483065	73185968584288913	648518346486153120	73185968584343858	5
DN	39885	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.944729714	73185968584358628	648518346493236764	73185968584343858	5
DN	40386	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9072222694	73185968584343858	648518346496240213	73185968584343858	5
DN	40430	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9084331152	73185968584193762	648518346490877304	73185968584343858	5
DN	42235	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8079745137	73256337261683692	648518346491437630	73185968584343858	5
DN	42609	37799	L	DNg10	DNnt002			ITD	g	brain	nt	unk	0.6871912288	73185968584198377	648518346502337703	73185968584343858	5
DN	43430	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8004332335	73185968584343714	648518346484451587	73185968584343858	5
DN	43778	37799	L	DNg10	DNnt002			ITD	g	brain	nt	unk	0.6015819171	73185968584355948	648518346476894152	73185968584343858	5
DN	45443	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8286600711	73185968584363642	648518346476812560	73185968584343858	5
DN	45400	37799	L	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.909254731	73256337328598107	648518346495988797	73185968584343858	5
DN	37799	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9028839723	73537812238288572	648518346481141647	73185968584343858	5
DN	38629	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9611579413	73537812238182146	648518346501767018	73185968584343858	5
DN	39705	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9173063886	73608180982384204	648518346473970797	73185968584343858	5
DN	40271	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8223892636	73608180982407693	648518346513947179	73185968584343858	5
