class	cell_id	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	manc_match_id	manc_group	manc_type	fanc_type	xyz
AN	13651	73397075018440370	648518346499636574	648518346486450913	L	AN09B023	AN09B023			A6	xn	09B	12748	12748	AN09B023		(40275, 75200, 1892)
AN	13317	73256337530131311	648518346514243883	648518346486450913	R	AN09B023	AN09B023			A2	xn	09B	15328	15328	AN09B023		(36677, 75200, 1905)
AN	13803	73326706341177403	648518346521656825	648518346486450913	R	AN09B023	AN09B023			A7	xn	09B	14044	13613	AN09B023		(36925, 75200, 1943)
AN	12958	73397075085488476	648518346501446243	648518346499802949	L	AN09B024	AN09B024			T2	xn	09B	13463	13463	AN09B024		(40466, 75200, 2009)
AN	12750	73256337597028475	648518346499802949	648518346499802949	R	AN09B024	AN09B024			T2	xn	09B	13749	13463	AN09B024		(35922, 75200, 1952)
AN	12892	73467443829705781	648518346486348946	648518346486348946	L	AN09B026	AN09B026			T2	fl	09B	13346	13346	AN09B026		(41190, 75200, 2025)
AN	12897	73256337597037397	648518346496507989	648518346486348946	R	AN09B026	AN09B026			T2	fl	09B	13882	13346	AN09B026		(35313, 75200, 1962)
AN	13310	73326706274168315	648518346480115685	648518346480115685	R	AN09B027	AN09B027			A1	xn	09B	13595	13595	AN09B027		(37375, 75200, 1853)
AN	13438	73467443762607076	648518346493753592	648518346480115685	L	AN09B027	AN09B027			A1	xn	09B	13692	13595	AN09B027		(41464, 75200, 1875)
AN	12908	73326706341224206	648518346479427291	648518346479427291	R	AN09B028	AN09B028		dimorphic morphology	T2	fl	09B	13376	13147	AN09B028		(37715, 75200, 1957)
AN	12725	73397075085467304	648518346492077868	648518346479427291	L	AN09B028	AN09B028		dimorphic morphology	T2	fl	09B	13147	13147	AN09B028		(39575, 75200, 1994)
AN	12355	73326706341218563	648518346502660166	648518346479427291	R	AN09B028	AN09B028			T1	xl	09B	15221	15221	AN09B028		(37666, 75200, 1962)
AN	12315	73397075085434618	648518346510127654	648518346479427291	L	AN09B028	AN09B028			T1	xl	09B	15554	15221	AN09B028		(39924, 75200, 1972)
AN	13587	73467443762651611	648518346486870241	648518346486870241	L	AN09B029	AN09B029			A4	xn	09B	16535	16063	AN09B029		(41801, 75200, 1895)
AN	13613	73467443762626289	648518346498476016	648518346486870241	L	AN09B029	AN09B029			A5	xn	09B	12517	12517	AN09B029		(41692, 75200, 1886)
AN	13542	73256337529722313	648518346517415717	648518346486870241	R	AN09B029	AN09B029			A4	xn	09B	16063	16063	AN09B029		(36659, 75200, 1810)
AN	13568	73256337529724065	648518346517559364	648518346486870241	R	AN09B029	AN09B029			A5	xn	09B	20705	12517	AN09B029		(36534, 75200, 1804)
AN	12755	73397075085436532	648518346521739001	648518346484413223	L	AN09B030	AN09B030			T2	xn	09B	14173	13981	AN09B030		(40085, 75200, 1981)
AN	12826	73326706341246402	648518346484413223	648518346484413223	R	AN09B030	AN09B030			T2	xn	09B	13981	13981	AN09B030		(37157, 75200, 1978)
AN	12159	73397075085405883	648518346508982138	648518346484413223	R	AN09B030	AN09B030			T1	xn	09B	14877	14636	AN09B030		(40284, 75200, 1964)
AN	12312	73326706341218534	648518346509695363	648518346484413223	R	AN09B030	AN09B030			T1	xn	09B	14636	14636	AN09B030		(37752, 75200, 1964)
AN	12753	73467443762607046	648518346487702954	648518346481624769	L	AN09B031	AN09B031			T2	xl	09B	13988	13988	AN09B031		(41663, 75200, 1872)
AN	12835	73326706274064691	648518346481624769	648518346481624769	R	AN09B031	AN09B031			T2	xl	09B	14264	13988	AN09B031		(36883, 75200, 1810)
AN	12400	73326706341249612	648518346480945885	648518346480945885	R	AN09B032	AN09B032			T1	fl	09B	16614	16194	AN09B032		(37067, 75200, 1979)
AN	13263	73397075085430480	648518346492876206	648518346480945885	L	AN09B032	AN09B032			T3	xl	09B	15218	13216	AN09B032		(40008, 75200, 1975)
AN	13195	73326706274307421	648518346501874249	648518346480945885	R	AN09B032	AN09B032			T3	xl	09B	13216	13216	AN09B032		(38639, 75200, 1902)
AN	12167	73397075085463090	648518346504958342	648518346480945885	L	AN09B032	AN09B032			T1	fl	09B	16194	16194	AN09B032		(40027, 75200, 1990)
AN	13649	73397075085388957	648518346471923099	648518346471923099	L	AN09B033	AN09B033			A8	fl	09B	17438	16965	AN09B033		(39133, 75200, 1952)
AN	13512	73326706341284530	648518346475691956	648518346471923099	R	AN09B033	AN09B033			A5	xl	09B	14957	14957	AN09B033		(37744, 75200, 1997)
AN	13619	73326706341293321	648518346485938302	648518346471923099	R	AN09B033	AN09B033			A4	xl	09B	23540	23163	AN09B033		(37804, 75200, 2003)
AN	13575	73397075085372270	648518346488131152	648518346471923099	L	AN09B033	AN09B033			A4	xl	09B	23163	23163	AN09B033		(39009, 75200, 1955)
AN	13622	73326706341222336	648518346495088266	648518346471923099	L	AN09B033	AN09B033			A5	xl	09B	22345	14957	AN09B033		(38839, 75200, 1957)
AN	13658	73326706341244752	648518346496923876	648518346471923099	R	AN09B033	AN09B033			A8	fl	09B	16965	16965	AN09B033		(38001, 75200, 1972)
AN	13797	73256337597061346	648518346500414012	648518346500414012	R	AN09B034	AN09B034			A2	xl	09B	15121	13959	AN09B034		(35503, 75200, 1972)
AN	12876	73326706274227324	648518346489811325	648518346489811325	R	AN09B035	AN09B035			T2	xn	09B	17416	15453	AN09B035		(38022, 75200, 1871)
AN	12310	73397075085384105	648518346492120459	648518346489811325	L	AN09B035	AN09B035			T1	xn	09B	19190	16195	AN09B035		(40226, 75200, 1958)
AN	12807	73397075085391138	648518346494201867	648518346489811325	L	AN09B035	AN09B035			T2	xn	09B	15453	15453	AN09B035		(39895, 75200, 1961)
AN	13201	73326706274253168	648518346499606878	648518346489811325	R	AN09B035	AN09B035			T3	xl	09B	14150	14150	AN09B035		(37847, 75200, 1887)
AN	13272	73397075085403728	648518346511957616	648518346489811325	L	AN09B035	AN09B035			T3	xl	09B	14395	14150	AN09B035		(39651, 75200, 1970)
AN	12366	73326706341209034	648518346518417750	648518346489811325	R	AN09B035	AN09B035			T1	xn	09B	16195	16195	AN09B035		(37929, 75200, 1950)
AN	13297	73256337597028414	648518346483414436	648518346483414436	R	AN09B036	AN09B036			A2	ov	09B	12292	12292	AN09B036		(35566, 75200, 1955)
AN	13610	73397075085521697	648518346477182152	648518346477182152	L	AN09B037	AN09B037			A4	ad	09B	16976	15450	AN09B037		(39504, 75200, 2030)
AN	13790	73326706274340488	648518346496131959	648518346477182152	R	AN09B037	AN09B037			A4	ad	09B	15450	15450	AN09B037		(38817, 75200, 1924)
AN	13793	73326706274545709	648518346497156504	648518346477182152	R	AN09B037	AN09B037			A5	ad	09B	21669	21669	AN09B037		(38666, 75200, 1918)
AN	12840	73326706274170584	648518346474412653	648518346474412653	R	AN09B040	AN09B040			T2	xn	09B	20634	20196	AN09B040		(38583, 75200, 1847)
AN	13215	73326706274224614	648518346484173341	648518346474412653	R	AN09B040	AN09B040			T3	hl	09B	22837	19547	AN09B040		(38335, 75200, 1866)
AN	13291	73397075018481581	648518346489811581	648518346474412653	L	AN09B040	AN09B040			T3	hl	09B	19547	19547	AN09B040		(39844, 75200, 1910)
AN	12186	73326706274204101	648518346489821309	648518346474412653	R	AN09B040	AN09B040			T1	xn	09B	22236	20709	AN09B040		(37996, 75200, 1860)
AN	12199	73397075085453090	648518346490047194	648518346474412653	R	AN09B040	AN09B040			T1	xn	09B	20709	20709	AN09B040		(39524, 75200, 1988)
AN	12710	73397075085432580	648518346490266395	648518346474412653	L	AN09B040	AN09B040			T2	xn	09B	20196	20196	AN09B040		(39709, 75200, 1979)
AN	13750	73397075018497514	648518346496229132	648518346474412653	L	AN09B040	AN09B040		difference in number	T3	hl	09B	#N/A	19547	AN09B040		(39807, 75197, 1915)
AN	13703	73326706341252899	648518346496916738	648518346496916738	L	AN09B042	AN09B042			A8	ad	09B	20013	19385	AN09B042		(37919, 75200, 1978)
AN	13800	73397075085370013	648518346504972422	648518346496916738	L	AN09B042	AN09B042			A8	ad	09B	19385	19385	AN09B042		(39071, 75200, 1948)
AN	13233	73326706274206455	648518346499327835	648518346499327835	R	AN09B044	AN09B044			T3	hl	09B	19730	19730	AN09B044		(38027, 75200, 1865)
AN	13321	73397075085432554	648518346480981213	648518346480981213	L	AN09B999			matching problem	T3	xl	09B	#N/A			AN09B999	(39502, 75200, 1981)
AN	12431	73467443628452173	648518346491991947	648518346491991947	L	AN10B005	AN10B005			T1	xn	10B	11168	11168	AN10B005		(42244, 75200, 1642)
AN	12352	73326706140023061	648518346513901849	648518346491991947	R	AN10B005	AN10B005			T1	xn	10B	11483	11168	AN10B005		(37763, 75200, 1623)
AN	13239	73537812439552858	648518346490796285	648518346490796285	L	AN10B008	AN10B008			T3	xn	10B	11426	10622	AN10B008		(43989, 75200, 1709)
AN	13220	73256337395883946	648518346518426710	648518346490796285	R	AN10B008	AN10B008			T3	xn	10B	10622	10622	AN10B008		(35519, 75200, 1656)
AN	12209	73326706206990462	648518346466572398	648518346466572398	R	AN10B015	AN10B015			T1	xn	10B	13369	13369	AN10B015		(38324, 75200, 1704)
AN	12805	73326706140101140	648518346475303992	648518346466572398	R	AN10B015	AN10B015			T2	xn	10B	12278	12278	AN10B015		(38806, 75200, 1658)
AN	13235	73326706139998736	648518346476760080	648518346466572398	R	AN10B015	AN10B015			T3	xn	10B	11016	11016	AN10B015		(38486, 75200, 1615)
AN	12261	73467443628438670	648518346477115664	648518346466572398	R	AN10B015	AN10B015			T1	xn	10B	14546	13369	AN10B015		(41198, 75200, 1652)
AN	12775	73397074951206939	648518346480019188	648518346466572398	L	AN10B015	AN10B015			T2	xn	10B	12329	12278	AN10B015		(40627, 75200, 1718)
AN	12863	73537812372542298	648518346487566548	648518346487566548	L	AN10B017	AN10B017			T2	xn	10B	13233	12035	AN10B017		(43918, 75200, 1618)
AN	12894	73256337395646483	648518346488867049	648518346487566548	R	AN10B017	AN10B017			T2	xn	10B	12035	12035	AN10B017		(36019, 75200, 1556)
AN	13293	73326706139939102	648518346466615918	648518346466615918	R	AN10B018	AN10B018			T3	hl	10B	22595	13014	AN10B018		(38881, 75200, 1609)
AN	13432	73467443628372146	648518346497827226	648518346466615918	L	AN10B018	AN10B018			T3	hl	10B	13014	13014	AN10B018		(41118, 75200, 1618)
AN	12398	73326706207016086	648518346466900846	648518346466900846	R	AN10B019	AN10B019			T1	mv	10B	13368	12993	AN10B019		(36948, 75200, 1719)
AN	12857	73256337463014051	648518346492202028	648518346466900846	R	AN10B019	AN10B019			T2	xl	10B	21664	15627	AN10B019		(35493, 75200, 1789)
AN	13264	73256337462998147	648518346495747234	648518346466900846	R	AN10B019	AN10B019			T3	xl	10B	12518	11811	AN10B019		(36070, 75200, 1779)
AN	12443	73467443695582206	648518346497151640	648518346466900846	L	AN10B019	AN10B019			T1	mv	10B	12993	12993	AN10B019		(42035, 75200, 1785)
AN	12907	73467443695400301	648518346499137345	648518346466900846	L	AN10B019	AN10B019			T2	xl	10B	15627	15627	AN10B019		(41846, 75200, 1713)
AN	13270	73467443695610282	648518346512736926	648518346466900846	L	AN10B019	AN10B019			T3	xl	10B	11811	11811	AN10B019		(42508, 75200, 1788)
AN	13225	73256337463042127	648518346467401479	648518346467401479	R	AN10B020	AN10B020			T3	mv	10B	26195	13674	AN10B020		(36290, 75200, 1798)
AN	12454	73467443762515198	648518346481263717	648518346467401479	L	AN10B020	AN10B020			T1	mv	10B	12916	12916	AN10B020		(42038, 75200, 1835)
AN	13226	73467443762551123	648518346492280108	648518346467401479	L	AN10B020	AN10B020			T3	mv	10B	13674	13674	AN10B020		(42067, 75200, 1851)
AN	12404	73256337529916276	648518346494734391	648518346467401479	R	AN10B020	AN10B020			T1	mv	10B	13957	12916	AN10B020		(36147, 75200, 1816)
AN	12893	73256337462981278	648518346499897667	648518346467401479	R	AN10B020	AN10B020			T2	mv	10B	11307	11307	AN10B020		(35753, 75200, 1766)
AN	12847	73467443762553870	648518346517772136	648518346467401479	L	AN10B020	AN10B020			T2	mv	10B	12622	11307	AN10B020		(42441, 75200, 1855)
AN	12874	73326706139966140	648518346476428662	648518346476428662	R	AN10B021	AN10B021			T2	ml	10B	12677	12677	AN10B021		(38667, 75200, 1597)
AN	12799	73467443628322999	648518346495682978	648518346476428662	L	AN10B021	AN10B021			T2	ml	10B	13118	12677	AN10B021		(41235, 75200, 1604)
AN	12453	73467443762512974	648518346459874052	648518346459874052	L	AN10B022	AN10B022		difference in number		xl	10B	#N/A	13741	AN10B022		(42390, 75200, 1836)
AN	13243	73467443762520180	648518346484413479	648518346459874052	L	AN10B022	AN10B022			T3	xl	10B	24577	14531	AN10B022		(42200, 75200, 1841)
AN	12823	73256337463016768	648518346496990616	648518346459874052	R	AN10B022	AN10B022			T2	mv	10B	12131	12131	AN10B022		(36541, 75200, 1782)
AN	13745	73256337462990896	648518346509732995	648518346459874052	R	AN10B022	AN10B022			T3	xl	10B	14531	14531	AN10B022		(35834, 75200, 1778)
AN	12827	73467443762561417	648518346511268149	648518346459874052	L	AN10B022	AN10B022			T2	mv	10B	12419	12131	AN10B022		(42145, 75200, 1864)
AN	12441	73256337463026344	648518346515315271	648518346459874052	R	AN10B022	AN10B022			T1	xl	10B	13741	13741	AN10B022		(35794, 75200, 1797)
AN	13456	73467443628402616	648518346477125904	648518346477125904	L	AN10B024	AN10B024			T3	hl	10B	12795	12720	AN10B024		(41457, 75200, 1627)
AN	12868	73326706140037332	648518346489576537	648518346477125904	R	AN10B024	AN10B024			T2	ml	10B	13970	13970	AN10B024		(37155, 75200, 1622)
AN	12812	73467443628415749	648518346489810813	648518346477125904	L	AN10B024	AN10B024			T2	ml	10B	16609	13970	AN10B024		(41512, 75200, 1638)
AN	13282	73326706140001244	648518346494439538	648518346477125904	R	AN10B024	AN10B024			T3	hl	10B	12720	12720	AN10B024		(37272, 75200, 1614)
AN	12815	73467443762405016	648518346479415996	648518346479415996	L	AN10B027	AN10B027			T2	xl	10B	16594	16424	AN10B027		(42392, 75200, 1809)
AN	13212	73467443762520251	648518346484904349	648518346479415996	L	AN10B027	AN10B027			T3	xl	10B	17009	15289	AN10B027		(42963, 75200, 1843)
AN	12830	73256337529781170	648518346489896908	648518346479415996	R	AN10B027	AN10B027			T2	xl	10B	16424	16424	AN10B027		(35596, 75200, 1807)
AN	12411	73256337462901359	648518346492948142	648518346479415996	R	AN10B027	AN10B027			T1	xl	10B	16506	15456	AN10B027		(36374, 75200, 1728)
AN	12433	73467443762491834	648518346501674346	648518346479415996	L	AN10B027	AN10B027			T1	xl	10B	15456	15456	AN10B027		(42974, 75200, 1822)
AN	13241	73256337529721588	648518346507298120	648518346479415996	R	AN10B027	AN10B027			T3	xl	10B	15289	15289	AN10B027		(35334, 75200, 1805)
AN	13309	73467443762510637	648518346478859092	648518346478859092	L	AN10B029	AN10B029			T3	mv	10B	18819	18819	AN10B029		(41943, 75200, 1844)
AN	12803	73326706207190505	648518346482996710	648518346478859092	R	AN10B029	AN10B029			T2	xl	10B	22087	20434	AN10B029		(36924, 75200, 1783)
AN	12763	73467443762569515	648518346483682965	648518346478859092	L	AN10B029	AN10B029			T2	xl	10B	20434	20434	AN10B029		(41937, 75200, 1859)
AN	12302	73256337529780332	648518346488551663	648518346478859092	R	AN10B029	AN10B029			T1	mv	10B	18288	18288	AN10B029		(36384, 75200, 1812)
AN	13261	73326706207137387	648518346495907472	648518346478859092	R	AN10B029	AN10B029			T3	mv	10B	19019	18819	AN10B029		(36979, 75200, 1773)
AN	12381	73467443762501234	648518346517452069	648518346478859092	L	AN10B029	AN10B029			T1	mv	10B	21112	18288	AN10B029		(41839, 75200, 1834)
AN	12444	73467443762482241	648518346481957821	648518346481957821	L	AN10B031	AN10B031			T1	fl	10B	25784	25784	AN10B031		(41160, 75200, 1824)
AN	12358	73326706207134943	648518346514502599	648518346481957821	R	AN10B031	AN10B031			T1	fl	10B	156909	25784	AN10B031		(37461, 75200, 1769)
AN	13465	73256337463026218	648518346485801924	648518346481153423	R	AN10B033	AN10B033			T3	xl	10B	27465	27071	AN10B033		(36559, 75200, 1794)
AN	13475	73467443762599670	648518346493071388	648518346481153423	L	AN10B033	AN10B033			T3	xl	10B	27071	27071	AN10B033		(41748, 75200, 1867)
AN	12749	73256337463003393	648518346498271386	648518346481153423	R	AN10B033	AN10B033			T2	xl	10B	25998	25998	AN10B033		(36734, 75200, 1781)
AN	13815	73397762481582993	648518346481153423	648518346481153423	L	AN10B033	AN10B033			T2	xl	10B	29967	25998	AN10B033		(40240, 94394, 2361)
AN	12407	73467443762561515	648518346474410605	648518346474410605	L	AN10B034	AN10B034			T1	xl	10B	37237	20807	AN10B034		(41010, 75200, 1847)
AN	12267	73326706274075882	648518346479413393	648518346474410605	R	AN10B034	AN10B034			T1	xl	10B	24666	20807	AN10B034		(37008, 75200, 1814)
AN	12792	73467443695517932	648518346483008165	648518346474410605	L	AN10B034	AN10B034			T2	ml	10B	23034	23034	AN10B034		(41102, 75210, 1766)
AN	12757	73467443762484599	648518346483100390	648518346474410605	L	AN10B034	AN10B034			T2	ml	10B	22892	20146	AN10B034		(41296, 75200, 1829)
AN	13346	73256337529780451	648518346487926484	648518346474410605	R	AN10B034	AN10B034			T3	hl	10B	19986	19986	AN10B034		(36420, 75200, 1805)
AN	12270	73326706207353088	648518346493311552	648518346474410605	R	AN10B034	AN10B034			T1	xl	10B	18896	18896	AN10B034		(37016, 75200, 1790)
AN	12804	73256337463016777	648518346494694645	648518346474410605	R	AN10B034	AN10B034			T2	ml	10B	23344	23034	AN10B034		(36794, 75200, 1783)
AN	13742	73326706207287317	648518346496898605	648518346474410605	R	AN10B034	AN10B034			T2	ml	10B	20146	20146	AN10B034		(36982, 75200, 1796)
AN	13330	73467443762561429	648518346500636597	648518346474410605	L	AN10B034	AN10B034			T3	hl	10B	23679	19986	AN10B034		(41517, 75200, 1857)
AN	12251	73467443762520157	648518346524268293	648518346474410605	L	AN10B034	AN10B034			T1	xl	10B	21888	18896	AN10B034		(41286, 75200, 1840)
AN	13508	73467443762522660	648518346459409412	648518346459409412	L	AN10B035	AN10B035			T3	hl	10B	21739	21451	AN10B035		(41100, 75200, 1842)
AN	13392	73326706207118152	648518346479842966	648518346459409412	R	AN10B035	AN10B035			T3	hl	10B	25302	24313	AN10B035		(37387, 75200, 1760)
AN	13552	73467443762484608	648518346484903069	648518346459409412	L	AN10B035	AN10B035			T3	hl	10B	24885	23118	AN10B035		(41473, 75200, 1826)
AN	13369	73326706207094204	648518346486402440	648518346459409412	R	AN10B035	AN10B035			T3	hl	10B	23118	23118	AN10B035		(37471, 75200, 1752)
AN	13411	73467443762515177	648518346488056599	648518346459409412	L	AN10B035	AN10B035			T3	hl	10B	24313	24313	AN10B035		(41162, 75200, 1840)
AN	13433	73326706207176581	648518346490072328	648518346459409412	R	AN10B035	AN10B035			T3	hl	10B	21451	21451	AN10B035		(36965, 75200, 1787)
AN	12780	73467443762496298	648518346492164626	648518346459409412	L	AN10B035	AN10B035			T2	ml	10B	24841	24841	AN10B035		(41252, 75200, 1832)
AN	13813	73257024993067138	648518346502963067	648518346459409412	R	AN10B035	AN10B035			T2	ml	10B	26330	24841	AN10B035		(35864, 94394, 2347)
AN	12238	73467443762494006	648518346477161232	648518346477161232	L	AN10B037	AN10B037			T1	fl	10B	25703	24111	AN10B037		(41317, 75200, 1833)
AN	12900	73326706207217799	648518346481466511	648518346477161232	R	AN10B037	AN10B037			T2	ml	10B	23911	14724	AN10B037		(37145, 75200, 1792)
AN	13437	73397075018353075	648518346482985892	648518346477161232	L	AN10B037	AN10B037			T3	hl	10B	22553	22553	AN10B037		(40886, 75200, 1854)
AN	12228	73326706207141916	648518346485907908	648518346477161232	R	AN10B037	AN10B037			T1	fl	10B	24111	24111	AN10B037		(37530, 75200, 1763)
AN	12356	73467443762474439	648518346488548591	648518346477161232	L	AN10B037	AN10B037			T1	fl	10B	100199	23271	AN10B037		(41114, 75200, 1821)
AN	13477	73467443762501243	648518346492996784	648518346477161232	L	AN10B037	AN10B037			T3	hl	10B	30087	30087	AN10B037		(41686, 75200, 1834)
AN	12821	73467443762501242	648518346495447659	648518346477161232	L	AN10B037	AN10B037			T2	ml	10B	154432	23355	AN10B037		(41359, 75200, 1832)
AN	12836	73326706207208773	648518346495579983	648518346477161232	R	AN10B037	AN10B037			T2	ml	10B	23355	23355	AN10B037		(37345, 75200, 1781)
AN	12831	73467443762541047	648518346496900909	648518346477161232	L	AN10B037	AN10B037			T2	ml	10B	14724	14724	AN10B037		(41230, 75200, 1841)
AN	13443	73256337463016738	648518346500258108	648518346477161232	R	AN10B037	AN10B037			T3	hl	10B	24617	22553	AN10B037		(36804, 75200, 1789)
AN	12311	73326706207148616	648518346502006890	648518346477161232	R	AN10B037	AN10B037			T1	fl	10B	23271	23271	AN10B037		(37521, 75200, 1771)
AN	13749	73257024926278321	648518346489395141	648518346477161232	R	AN10B037	AN10B037			T3	hl	10B	102211	30087	AN10B037		(35782, 94394, 2312)
AN	12325	73256337529960380	648518346472517835	648518346472517835	R	AN10B039	AN10B039			T1	xl	10B	23798	23798	AN10B039		(36664, 75200, 1837)
AN	12409	73467443762535761	648518346501389453	648518346472517835	L	AN10B039	AN10B039			T1	xl	10B	24109	23798	AN10B039		(41049, 75200, 1842)
AN	12348	73467443762512996	648518346486889185	648518346472517835	R	AN10B039	AN10B039			T1	xl	10B	25641	25413	AN10B039		(41225, 75200, 1837)
AN	12089	73326706207111273	648518346487842626	648518346472517835	R	AN10B039	AN10B039			T1	xl	10B	25413	25413	AN10B039		(37538, 75200, 1754)
AN	13449	73467443762458351	648518346492559043	648518346472517835	L	AN10B039	AN10B039			T3	hl	10B	27060	27060	AN10B039		(41041, 75200, 1810)
AN	13318	73326706207122681	648518346496728292	648518346472517835	R	AN10B039	AN10B039			T3	hl	10B	19307	19307	AN10B039		(36873, 75200, 1766)
AN	12841	73326706207079999	648518346498268465	648518346472517835	R	AN10B039	AN10B039			T2	ml	10B	18696	18696	AN10B039		(37521, 75200, 1749)
AN	13306	73326706207287913	648518346502549062	648518346472517835	R	AN10B039	AN10B039			T3	hl	10B	101409	27060	AN10B039		(36898, 75200, 1793)
AN	12813	73467443695742056	648518346503900577	648518346472517835	L	AN10B039	AN10B039			T2	ml	10B	163071	18696	AN10B039		(40966, 75200, 1798)
AN	13343	73467443762558841	648518346512150463	648518346472517835	L	AN10B039	AN10B039			T3	hl	10B	23558	19307	AN10B039		(41435, 75200, 1854)
AN	12822	73326706206997088	648518346475825378	648518346475825378	R	AN10B045	AN10B045			T2	ml	10B	24589	24589	AN10B045		(38067, 75200, 1716)
AN	12369	73326706207158308	648518346478772176	648518346475825378	R	AN10B045	AN10B045			T1	fl	10B	25099	24712	AN10B045		(37480, 75200, 1778)
AN	12737	73467443762491755	648518346494209000	648518346475825378	L	AN10B045	AN10B045			T2	ml	10B	26483	24589	AN10B045		(41344, 75200, 1829)
AN	12917	73326706207028517	648518346494732309	648518346475825378	R	AN10B045	AN10B045			T2	xl	10B	24935	24935	AN10B045		(38119, 75200, 1717)
AN	13367	73326706207051898	648518346514215211	648518346475825378	R	AN10B045	AN10B045			T3	xl	10B	27422	27129	AN10B045		(37469, 75200, 1732)
AN	12182	73326706207141860	648518346480010228	648518346480010228	R	AN10B046	AN10B046			T1	xl	10B	29501	24063	AN10B046		(37377, 75200, 1775)
AN	12795	73326706207108877	648518346483703727	648518346480010228	R	AN10B046	AN10B046			T2	ml	10B	26432	24133	AN10B046		(37576, 75200, 1755)
AN	12915	73467443762501233	648518346486308242	648518346480010228	L	AN10B046	AN10B046			T2	ml	10B	27934	24133	AN10B046		(41750, 75200, 1834)
AN	13401	73326706273989429	648518346488826461	648518346480010228	R	AN10B046	AN10B046			T3	xl	10B	27101	24517	AN10B046		(36946, 75200, 1803)
AN	13459	73467443762522677	648518346489837663	648518346480010228	L	AN10B046	AN10B046			T3	xl	10B	24517	24517	AN10B046		(41351, 75200, 1841)
AN	12872	73467443762510610	648518346489906380	648518346480010228	L	AN10B046	AN10B046			T2	ml	10B	24133	24133	AN10B046		(41266, 75200, 1837)
AN	12425	73397074951326656	648518346491839249	648518346480010228	L	AN10B046	AN10B046			T1	xl	10B	27643	24063	AN10B046		(40945, 75200, 1774)
AN	12144	73326706207099102	648518346494984074	648518346480010228	R	AN10B046	AN10B046			T1	fl	10B	25996	25996	AN10B046		(37495, 75200, 1756)
AN	12225	73326706207049717	648518346497039076	648518346480010228	R	AN10B046	AN10B046			T1	fl	10B	25977	25996	AN10B046		(37532, 75200, 1733)
AN	12414	73467443762541012	648518346514428203	648518346480010228	L	AN10B046	AN10B046			T1	xl	10B	24063	24063	AN10B046		(41072, 75200, 1846)
AN	12256	73467443762471854	648518346505026419	648518346480010228	L	AN10B046	AN10B046			T1	fl	10B	35741	25996	AN10B046		(41058, 75200, 1821)
AN	12221	73467443762452038	648518346517569348	648518346480010228	L	AN10B046	AN10B046			T1	fl	10B	29492	25996	AN10B046		(41066, 75200, 1816)
AN	12124	73326706207120404	648518346501216278	648518346480010228	R	AN10B046	AN10B046			T1	xl	10B	28760	24063	AN10B046		(37506, 75200, 1760)
AN	12818	73256337463011312	648518346475169848	648518346475169848	R	AN10B047	AN10B047			T2	xl	10B	25968	25968	AN10B047		(36734, 75200, 1790)
AN	12793	73467443762569557	648518346478888655	648518346475169848	L	AN10B047	AN10B047			T2	xl	10B	26577	25968	AN10B047		(41563, 75200, 1858)
AN	12789	73467443762584767	648518346480860637	648518346475169848	L	AN10B047	AN10B047			T2	xl	10B	28297	25968	AN10B047		(41503, 75200, 1862)
AN	12357	73467443762644031	648518346488820209	648518346475169848	L	AN10B047	AN10B047			T1	xl	10B	27298	25890	AN10B047		(41538, 75200, 1888)
AN	13480	73467443762587253	648518346489956915	648518346475169848	L	AN10B047	AN10B047			T3	hl	10B	27680	27585	AN10B047		(41719, 75200, 1863)
AN	13818	73467443762569543	648518346491222458	648518346475169848	L	AN10B047	AN10B047			T3	hl	10B	26019	25846	AN10B047		(41624, 75200, 1861)
AN	13486	73467443762589653	648518346494869170	648518346475169848	L	AN10B047	AN10B047			T3	xl	10B	24312	24312	AN10B047		(42019, 75200, 1870)
AN	12801	73326706207176683	648518346497169560	648518346475169848	R	AN10B047	AN10B047			T2	xl	10B	25520	25968	AN10B047		(36881, 75200, 1778)
AN	12110	73256337529940200	648518346501099625	648518346475169848	R	AN10B047	AN10B047			T1	xl	10B	166715	27208	AN10B047		(36855, 75200, 1835)
AN	13385	73256337462933607	648518346501730889	648518346475169848	R	AN10B047	AN10B047			T3	hl	10B	25846	25846	AN10B047		(36833, 75200, 1759)
AN	13340	73256337462966991	648518346503924942	648518346475169848	R	AN10B047	AN10B047			T3	hl	10B	27585	27585	AN10B047		(36772, 75200, 1764)
AN	12317	73467443762597082	648518346508958527	648518346475169848	L	AN10B047	AN10B047			T1	xl	10B	27208	27208	AN10B047		(41558, 75200, 1865)
AN	12128	73256337463061362	648518346513830169	648518346475169848	R	AN10B047	AN10B047			T1	xl	10B	25890	25890	AN10B047		(36671, 75200, 1793)
AN	13448	73256337462990872	648518346520126545	648518346475169848	R	AN10B047	AN10B047			T3	xl	10B	32068	24312	AN10B047		(36619, 75200, 1774)
AN	12198	73256337463016764	648518346480994138	648518346480994138	R	AN10B048	AN10B048			T1	mv	10B	25937	43492	AN10B048		(36652, 75200, 1785)
AN	12246	73467443762609583	648518346490277659	648518346480994138	R	AN10B048	AN10B048			T1	mv	10B	43492	43492	AN10B048		(41834, 75200, 1876)
AN	13444	73467443762597004	648518346492167442	648518346480994138	L	AN10B048	AN10B048			T3	xl	10B	155823	18859	AN10B048		(41949, 75200, 1871)
