class	cell_id	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	manc_match_id	manc_group	manc_type	fanc_type	xyz
AN	13251	73185968584389223	648518346517715560	648518346486117266	R	AN07B999			female specific	T3	ht	07B	#N/A			AN07B999	(34792, 75200, 1449)
AN	13300	73397075018432959	648518346466564462	648518346466564462	L	AN08B007	AN08B007			T3	ov	08B	11227	10954	AN08B007		(39266, 75200, 1883)
AN	13214	73326706274241934	648518346499734085	648518346466564462	R	AN08B007	AN08B007			T3	ov	08B	10954	10954	AN08B007		(38373, 75200, 1874)
AN	13384	73397074951171533	648518346492896754	648518346492896754	L	AN08B009	AN08B009			T3	xn	08B	11246	11161	AN08B009		(40787, 75200, 1705)
AN	12299	73397074951157895	648518346494440818	648518346492896754	R	AN08B009	AN08B009			T1	xn	08B	11084	10641	AN08B009		(40569, 75200, 1705)
AN	13249	73326706207080068	648518346495427254	648518346492896754	R	AN08B009	AN08B009			T3	xn	08B	11161	11161	AN08B009		(36996, 75200, 1735)
AN	12136	73326706207028523	648518346518634070	648518346492896754	R	AN08B009	AN08B009			T1	xn	08B	10641	10641	AN08B009		(38105, 75200, 1724)
AN	13372	73397074951231900	648518346475433016	648518346475433016	L	AN08B010	AN08B010			T3	xn	08B	11269	11269	AN08B010		(40903, 75200, 1738)
AN	12814	73326706207094231	648518346487696107	648518346475433016	R	AN08B010	AN08B010			T2	xn	08B	11702	11563	AN08B010		(37959, 75200, 1750)
AN	12785	73397074951373311	648518346495850315	648518346475433016	L	AN08B010	AN08B010			T2	xn	08B	11563	11563	AN08B010		(40828, 75200, 1792)
AN	13276	73326706207106520	648518346524105221	648518346475433016	R	AN08B010	AN08B010			T3	xn	08B	11694	11269	AN08B010		(37690, 75200, 1752)
AN	12760	73326706274110142	648518346467401223	648518346467401223	R	AN08B012	AN08B012			T2	xn	08B	13987	13606	AN08B012		(37669, 75200, 1825)
AN	13224	73256337529932588	648518346489954647	648518346467401223	R	AN08B012	AN08B012			T3	xn	08B	11204	10879	AN08B012		(36739, 75200, 1823)
AN	13274	73397074951316787	648518346491744273	648518346467401223	L	AN08B012	AN08B012			T3	xn	08B	10879	10879	AN08B012		(40676, 75200, 1772)
AN	12855	73397074951412655	648518346497159297	648518346467401223	L	AN08B012	AN08B012			T2	xn	08B	13606	13606	AN08B012		(40629, 75200, 1801)
AN	12765	73467443695451602	648518346486723297	648518346486723297	L	AN08B013	AN08B013			T2	xn	08B	11641	11641	AN08B013		(41330, 75200, 1741)
AN	12718	73326706206783247	648518346497660406	648518346486723297	R	AN08B013	AN08B013			T2	xn	08B	12013	11641	AN08B013		(37450, 75200, 1679)
AN	12146	73256337462940449	648518346512923038	648518346486494624	R	AN08B014	AN08B014			T1	xl	08B	11838	11748	AN08B014		(36829, 75200, 1751)
AN	12219	73467443695134140	648518346486494624	648518346486494624	L	AN08B014	AN08B014			T1	xl	08B	11748	11748	AN08B014		(42381, 75200, 1682)
AN	13229	73326706139971221	648518346500738972	648518346500738972	R	AN08B015	AN08B015			T3	hl	08B	11999	11701	AN08B015		(36916, 75200, 1609)
AN	13361	73467443628259507	648518346511920063	648518346500738972	L	AN08B015	AN08B015			T3	hl	08B	11701	11701	AN08B015		(41642, 75200, 1572)
AN	13487	73467443762761374	648518346477899989	648518346477899989	L	AN08B016	AN08B016			T3	hl	08B	11784	11784	AN08B016		(41136, 75200, 1918)
AN	13374	73326706274304986	648518346491527998	648518346477899989	R	AN08B016	AN08B016			T3	hl	08B	12681	11784	AN08B016		(37012, 75200, 1894)
AN	12825	73467443762667529	648518346479458002	648518346479458002	L	AN08B018	AN08B018			T2	xl	08B	13313	13313	AN08B018		(41663, 75200, 1902)
AN	12388	73467443695400300	648518346479479953	648518346479458002	L	AN08B018	AN08B018			T1	xl	08B	13016	12755	AN08B018		(41497, 75200, 1721)
AN	12802	73256337529935079	648518346491983983	648518346479458002	R	AN08B018	AN08B018			T2	xl	08B	28942	13313	AN08B018		(36449, 75200, 1822)
AN	13204	73256337462947476	648518346494201991	648518346479458002	R	AN08B018	AN08B018			T3	mv	08B	10997	10997	AN08B018		(36426, 75200, 1763)
AN	12401	73467443762469013	648518346479477137	648518346479458002	L	AN08B018	AN08B018			T1	xl	08B	11692	11364	AN08B018		(41691, 75200, 1820)
AN	13316	73467443695473932	648518346499530587	648518346479458002	L	AN08B018	AN08B018			A1	xl	08B	20157	12379	AN08B018		(42999, 75200, 1756)
AN	13265	73467443695632338	648518346499724869	648518346479458002	L	AN08B018	AN08B018			T3	mv	08B	11612	10997	AN08B018		(41838, 75200, 1799)
AN	13341	73467443762527704	648518346501459811	648518346479458002	L	AN08B018	AN08B018			A2	xl	08B	11169	11169	AN08B018		(41726, 75200, 1845)
AN	13253	73256337462915327	648518346502586791	648518346479458002	R	AN08B018	AN08B018			A1	xl	08B	12379	12379	AN08B018		(36648, 75200, 1742)
AN	13290	73326706207153539	648518346506702370	648518346479458002	R	AN08B018	AN08B018			A2	xl	08B	26271	11169	AN08B018		(37225, 75200, 1771)
AN	12385	73326706207070565	648518346514133273	648518346479458002	R	AN08B018	AN08B018			T1	xl	08B	11364	11364	AN08B018		(37240, 75200, 1744)
AN	13313	73256337529965437	648518346514235435	648518346479458002	R	AN08B018	AN08B018			T3	xl	08B	11804	11804	AN08B018		(36348, 75200, 1843)
AN	12301	73326706206970152	648518346517545770	648518346479458002	R	AN08B018	AN08B018			T1	xl	08B	12755	12755	AN08B018		(37942, 75200, 1698)
AN	13733	73467443762687550	648518346517652772	648518346479458002	L	AN08B018	AN08B018			T3	xl	08B	12505	11804	AN08B018		(41949, 75200, 1909)
AN	13373	73326706139890385	648518346472628939	648518346472628939	R	AN08B022	AN08B022			T3	hl	08B	12416	12416	AN08B022		(37169, 75200, 1567)
AN	12703	73326706139834462	648518346489915991	648518346472628939	R	AN08B022	AN08B022			T2	ml	08B	12663	12177	AN08B022		(37185, 75200, 1556)
AN	12195	73256337396045981	648518346491621544	648518346472628939	R	AN08B022	AN08B022			T1	fl	08B	14676	14676	AN08B022		(36562, 75200, 1663)
AN	12790	73467443628245003	648518346493977120	648518346472628939	L	AN08B022	AN08B022			T2	ml	08B	12177	12177	AN08B022		(42838, 75200, 1572)
AN	13473	73467443628209541	648518346499962323	648518346472628939	L	AN08B022	AN08B022			T3	hl	08B	12441	12416	AN08B022		(42840, 75200, 1558)
AN	12263	73467443695383489	648518346505013638	648518346472628939	L	AN08B022	AN08B022			T1	fl	08B	16086	14676	AN08B022		(42693, 75200, 1709)
AN	12797	73467443628225428	648518346491646632	648518346491646632	L	AN08B023	AN08B023			T2	xl	08B	13296	12336	AN08B023		(42450, 75200, 1560)
AN	13348	73467443628181914	648518346494092279	648518346491646632	L	AN08B023	AN08B023			T3	hl	08B	12370	12370	AN08B023		(42458, 75200, 1554)
AN	13755	73326706139922428	648518346498428498	648518346491646632	R	AN08B023	AN08B023			T2	xl	08B	12336	12336	AN08B023		(37335, 75201, 1580)
AN	12327	73326706140034832	648518346501586008	648518346491646632	R	AN08B023	AN08B023			T1	fl	08B	13422	12994	AN08B023		(37069, 75200, 1631)
AN	13268	73326706139907471	648518346517421605	648518346491646632	R	AN08B023	AN08B023			T3	hl	08B	13063	12370	AN08B023		(37223, 75200, 1575)
AN	12351	73467443628413133	648518346518885855	648518346491646632	L	AN08B023	AN08B023			T1	fl	08B	12994	12994	AN08B023		(42066, 75200, 1632)
AN	13221	73256337462938128	648518346481958333	648518346481958333	R	AN08B024	AN08B024			T3	xl	08B	12710	12710	AN08B024		(36445, 75200, 1745)
AN	12777	73326706207044821	648518346482428308	648518346481958333	R	AN08B024	AN08B024			T2	mv	08B	12331	12331	AN08B024		(38216, 75200, 1735)
AN	12419	73326706206856038	648518346484711683	648518346481958333	R	AN08B024	AN08B024			T1	xl	08B	13429	13429	AN08B024		(37834, 75200, 1678)
AN	13308	73467443762254773	648518346486699652	648518346481958333	L	AN08B024	AN08B024			T3	xl	08B	163783	12710	AN08B024		(42080, 75200, 1805)
AN	12844	73467443762474491	648518346494720277	648518346481958333	L	AN08B024	AN08B024			T2	mv	08B	13267	12331	AN08B024		(42234, 75200, 1823)
AN	12435	73467443695456349	648518346502169673	648518346481958333	L	AN08B024	AN08B024			T1	xl	08B	14045	13429	AN08B024		(41129, 75200, 1738)
AN	13259	73256337529990774	648518346490188983	648518346490188983	R	AN08B025	AN08B025			A1	xl	08B	12659	12659	AN08B025		(35968, 75200, 1851)
AN	13307	73467443762602224	648518346494319099	648518346490188983	L	AN08B025	AN08B025			A1	xl	08B	13774	12659	AN08B025		(42316, 75200, 1875)
AN	12181	73467443628276197	648518346483053286	648518346483053286	L	AN08B026	AN08B026			T1	fl	08B	13363	13363	AN08B026		(42984, 75200, 1593)
AN	12745	73326706139958795	648518346489600601	648518346483053286	R	AN08B026	AN08B026			T2	ml	08B	13030	13021	AN08B026		(37157, 75200, 1594)
AN	13415	73467443628140410	648518346492434559	648518346483053286	L	AN08B026	AN08B026			T3	hl	08B	13002	12429	AN08B026		(42556, 75200, 1550)
AN	13349	73326706139901513	648518346493318130	648518346483053286	R	AN08B026	AN08B026			T3	hl	08B	12429	12429	AN08B026		(37374, 75200, 1573)
AN	12094	73326706139909998	648518346496047116	648518346483053286	R	AN08B026	AN08B026			T1	fl	08B	14191	13363	AN08B026		(37005, 75200, 1583)
AN	12809	73467443628198875	648518346504593011	648518346483053286	L	AN08B026	AN08B026			T2	ml	08B	13021	13021	AN08B026		(42756, 75200, 1549)
AN	12164	73256337395892176	648518346496991540	648518346496991540	R	AN08B027	AN08B027			T1	xl	08B	12856	12856	AN08B027		(36817, 75200, 1661)
AN	12145	73397074951049765	648518346504178894	648518346496991540	L	AN08B027	AN08B027			T1	xl	08B	12888	12856	AN08B027		(40753, 75200, 1677)
AN	12742	73326706206922656	648518346466136112	648518346466136112	R	AN08B028	AN08B028			T2	xl	08B	16712	13881	AN08B028		(38048, 75200, 1680)
AN	13406	73397074951222327	648518346487597715	648518346466136112	L	AN08B028	AN08B028			T3	xl	08B	13521	11462	AN08B028		(40830, 75200, 1724)
AN	12819	73467443695483207	648518346496809730	648518346466136112	L	AN08B028	AN08B028			T2	xl	08B	13881	13881	AN08B028		(40989, 75200, 1758)
AN	13206	73326706207073050	648518346500232664	648518346466136112	R	AN08B028	AN08B028			T3	xl	08B	11462	11462	AN08B028		(37834, 75200, 1735)
AN	12002	73256337395868605	648518346475647616	648518346475647616	R	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	14544	13009	AN08B031		(36396, 75200, 1649)
AN	13759	73467443628544295	648518346497090020	648518346475647616	L	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	166934	13009	AN08B031		(41539, 75200, 1666)
AN	12009	73326706140056899	648518346486190984	648518346475647616	R	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	13009	13009	AN08B031		(36890, 75200, 1642)
AN	12113	73467443628506707	648518346499287617	648518346475647616	L	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	13213	13009	AN08B031		(41591, 75200, 1671)
AN	12000	73326706140061493	648518346495272886	648518346475647616	R	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	13917	13009	AN08B031		(36926, 75200, 1636)
AN	12105	73467443695351806	648518346503645089	648518346475647616	L	AN08B031	AN08B031	vMS13	dimorphic morphology	T1	fl	08B	14197	13009	AN08B031		(42007, 75200, 1694)
AN	12290	73397074951155685	648518346504250152	648518346504124396	L	AN08B032	AN08B032			T1	xn	08B	13941	13432	AN08B032		(40662, 75200, 1696)
AN	12367	73326706140101182	648518346504124396	648518346504124396	R	AN08B032	AN08B032			T1	xn	08B	13432	13432	AN08B032		(38124, 75200, 1663)
AN	13174	73467443829537709	648518346488065303	648518346488065303	L	AN08B034	AN08B034			T3	xn	08B	15384	14049	AN08B034		(41849, 75200, 1940)
AN	12343	73397074951274946	648518346492124043	648518346488065303	L	AN08B034	AN08B034			T1	xn	08B	12123	12123	AN08B034		(40673, 75200, 1745)
AN	13279	73256337530107552	648518346496944612	648518346488065303	R	AN08B034	AN08B034			T3	xn	08B	14049	14049	AN08B034		(36126, 75200, 1900)
AN	13323	73326706207018322	648518346511759728	648518346488065303	R	AN08B034	AN08B034			A1	xn	08B	13640	13640	AN08B034		(37137, 75200, 1720)
AN	12308	73326706206786126	648518346515329786	648518346488065303	R	AN08B034	AN08B034			T1	xn	08B	13386	12123	AN08B034		(38277, 75200, 1678)
AN	13398	73467443829492405	648518346521657337	648518346488065303	L	AN08B034	AN08B034			A1	xn	08B	13739	13640	AN08B034		(42070, 75200, 1934)
AN	12324	73467443628486583	648518346477128208	648518346477128208	L	AN08B041	AN08B041			T1	xn	08B	13693	13693	AN08B041		(41379, 75200, 1662)
AN	12200	73326706140341688	648518346489859965	648518346477128208	R	AN08B041	AN08B041			T1	xn	08B	15580	13693	AN08B041		(37905, 75200, 1659)
AN	12001	73256337395926021	648518346486089598	648518346486089598	R	AN08B043	AN08B043	vMS13	dimorphic morphology	T1	xn	08B	14646	14646	AN08B043		(36424, 75200, 1664)
AN	12052	73467443695346662	648518346517720868	648518346486089598	L	AN08B043	AN08B043	vMS13	dimorphic morphology	T1	xn	08B	15896	14646	AN08B043		(42044, 75201, 1690)
AN	12137	73326706140056872	648518346480073716	648518346480073716	R	AN08B048	AN08B048			T1	xn	08B	15366	15032	AN08B048		(38181, 75200, 1635)
AN	12184	73467443695391123	648518346480595414	648518346480073716	L	AN08B048	AN08B048			T1	xn	08B	15032	15032	AN08B048		(41219, 75200, 1709)
AN	12131	73326706139996382	648518346494803511	648518346489826655	R	AN08B049	AN08B049			T1	xn	08B	16114	16114	AN08B049		(37690, 75200, 1610)
AN	12147	73467443628428067	648518346489826655	648518346489826655	L	AN08B049	AN08B049			T1	xn	08B	13601	13601	AN08B049		(41663, 75200, 1642)
AN	12370	73467443628446763	648518346490112977	648518346489826655	L	AN08B049	AN08B049			T1	xn	08B	19909	16114	AN08B049		(41568, 75200, 1651)
AN	12170	73326706140059120	648518346490291153	648518346489826655	R	AN08B049	AN08B049			T1	xn	08B	14444	13601	AN08B049		(37240, 75200, 1642)
AN	12083	73326706140044600	648518346481612481	648518346481612481	R	AN08B050	AN08B050			T1	xn	08B	15108	15108	AN08B050		(37971, 75200, 1629)
AN	12149	73467443628428010	648518346496925492	648518346481612481	L	AN08B050	AN08B050			T1	xn	08B	15592	15108	AN08B050		(41349, 75200, 1651)
AN	12123	73326706140075936	648518346496523093	648518346496523093	R	AN08B053	AN08B053			T1	xn	08B	15298	15298	AN08B053		(38060, 75200, 1645)
AN	12249	73467443628486502	648518346514353118	648518346496523093	L	AN08B053	AN08B053			T1	xn	08B	16164	15298	AN08B053		(41848, 75200, 1669)
AN	12116	73467443628240353	648518346480753409	648518346480753409	R	AN08B057	AN08B057			T1	fl	08B	16678	14455	AN08B057		(42586, 75200, 1569)
AN	12096	73326706139827293	648518346495444150	648518346480753409	R	AN08B057	AN08B057			T1	fl	08B	14455	14455	AN08B057		(37059, 75200, 1554)
AN	12259	73467443628452202	648518346518022760	648518346497461272	L	AN08B066	AN08B066			T1	xn	08B	16784	15295	AN08B066		(41724, 75200, 1644)
AN	12192	73256337395821773	648518346497461272	648518346497461272	R	AN08B066	AN08B066			T1	xn	08B	15295	15295	AN08B066		(36280, 75200, 1631)
AN	12216	73467443695133300	648518346483377996	648518346483377996	L	AN08B069	AN08B069		dimorphic morphology	T1	xn	08B	20024	17086	AN08B069		(41911, 75200, 1682)
AN	12196	73326706140049505	648518346491414184	648518346483377996	R	AN08B069	AN08B069		dimorphic morphology	T1	xn	08B	17086	17086	AN08B069		(37893, 75200, 1643)
AN	12211	73467443695329980	648518346495547723	648518346483377996	L	AN08B069	AN08B069	vMS13	dimorphic morphology	T1	xn	08B	17412	15719	AN08B069		(42007, 75200, 1687)
AN	12231	73256337395881473	648518346500689769	648518346483377996	R	AN08B069	AN08B069	vMS13	dimorphic morphology	T1	xn	08B	15719	15719	AN08B069		(36617, 75200, 1652)
AN	13246	73256337328703653	648518346465205621	648518346465205621	R	AN08B071	AN08B071			T3	xn	08B	17150	17150	AN08B071		(35881, 75200, 1479)
AN	13748	73537812305503411	648518346501149545	648518346465205621	L	AN08B071	AN08B071			T3	xn	08B	17093	17093	AN08B071		(44291, 75200, 1515)
AN	13299	73537812305515247	648518346493230512	648518346465205621	L	AN08B071	AN08B071			T3	xn	08B	15779	15779	AN08B071		(44122, 75200, 1517)
AN	13287	73326706139694331	648518346494215179	648518346465205621	R	AN08B071	AN08B071			T3	xn	08B	17476	15779	AN08B071		(37023, 75200, 1550)
AN	13288	73256337328753723	648518346478196949	648518346478196949	R	AN08B079	AN08B079			T3	xn	08B	19004	19004	AN08B079		(35674, 75200, 1499)
AN	13383	73537812305557038	648518346480324262	648518346478196949	L	AN08B079	AN08B079			T3	xn	08B	20185	19004	AN08B079		(44064, 75200, 1533)
AN	13191	73256337328718175	648518346480451542	648518346478196949	R	AN08B079	AN08B079			T3	xn	08B	14532	13312	AN08B079		(35796, 75200, 1477)
AN	13262	73256337328703660	648518346481260645	648518346478196949	R	AN08B079	AN08B079			T3	xn	08B	15660	13312	AN08B079		(35584, 75200, 1477)
AN	13377	73537812305541832	648518346489559001	648518346478196949	L	AN08B079	AN08B079			T3	xn	08B	13312	13312	AN08B079		(44055, 75200, 1527)
AN	13339	73537812372210813	648518346494277511	648518346478196949	L	AN08B079	AN08B079			T3	xn	08B	18013	13312	AN08B079		(44208, 75200, 1546)
AN	13244	73256337328652040	648518346496524373	648518346478196949	R	AN08B079	AN08B079			T3	xn	08B	18700	13312	AN08B079		(35975, 75200, 1456)
AN	13236	73256337328725900	648518346517677092	648518346478196949	R	AN08B079	AN08B079			T3	xn	08B	19240	13312	AN08B079		(35795, 75200, 1491)
AN	13371	73537812305620598	648518346520370486	648518346478196949	L	AN08B079	AN08B079			T3	xn	08B	19449	13312	AN08B079		(44107, 75200, 1540)
AN	12095	73467443695290306	648518346481690561	648518346481690561	L	AN08B081	AN08B081			T1	xn	08B	18320	18320	AN08B081		(42088, 75200, 1680)
AN	12076	73256337395868624	648518346490535432	648518346481690561	R	AN08B081	AN08B081			T1	xn	08B	20303	18320	AN08B081		(36779, 75200, 1649)
AN	12099	73326706140103788	648518346507485817	648518346481690561	R	AN08B081	AN08B081			T1	xn	08B	18846	18320	AN08B081		(37582, 75200, 1662)
AN	12162	73256337395878666	648518346486092457	648518346486092457	R	AN08B086	AN08B086			T1	xn	08B	19514	19514	AN08B086		(36504, 75200, 1650)
AN	12234	73256337395907983	648518346486091945	648518346472719563	R	AN08B089	AN08B089			T1	xn	08B	20509	20509	AN08B089		(36246, 75200, 1657)
AN	12130	73467443695335908	648518346472719563	648518346472719563	L	AN08B089	AN08B089			T1	xn	08B	162788	20509	AN08B089		(41894, 75200, 1694)
AN	12064	73326706140003735	648518346494741269	648518346494741269	R	AN08B094	AN08B094			T1	xn	08B	20834	20674	AN08B094		(37494, 75200, 1618)
AN	12163	73467443628565044	648518346498015079	648518346494741269	L	AN08B094	AN08B094			T1	xn	08B	20674	20674	AN08B094		(41618, 75200, 1664)
AN	12140	73467443695371556	648518346492200331	648518346492200331	L	AN08B095	AN08B095			T1	xn	08B	15112	14118	AN08B095		(41024, 75200, 1708)
AN	12059	73326706140085898	648518346496468343	648518346492200331	R	AN08B095	AN08B095			T1	xn	08B	14118	14118	AN08B095		(37664, 75200, 1653)
AN	12008	73326706140081002	648518346488658825	648518346488658825	R	AN08B096	AN08B096			T1	xn	08B	21535	20778	AN08B096		(37711, 75200, 1649)
AN	12051	73467443695280742	648518346504125134	648518346488658825	L	AN08B096	AN08B096			T1	xn	08B	20778	20778	AN08B096		(41197, 75197, 1680)
AN	12100	73326706140109396	648518346480959709	648518346480959709	R	AN08B097	AN08B097			T1	xn	08B	21149	19676	AN08B097		(37796, 75200, 1658)
AN	12017	73467443628498906	648518346483016613	648518346480959709	L	AN08B097	AN08B097		difference in number		xn	08B	#N/A	19676	AN08B097		(41556, 75200, 1660)
